county,precinct,office,district,candidate,party,votes,absentee,election_day
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,U.S. Senate,,Bob Casey Jr,DEM,208,10,198
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,U.S. Senate,,Lou Barletta,REP,281,11,270
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,U.S. Senate,,Neal Gale,GRN,2,0,2
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,U.S. Senate,,Dale R Kerns Jr,LN,4,0,4
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,Governor,,Tom Wolf,DEM,220,11,209
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,Governor,,Scott R Wagner,REP,277,10,267
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,Governor,,Paul Glover,GRN,2,0,2
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,Governor,,Ken V Krawchuk,LN,2,0,2
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,U.S. House,14.0,Bibiana Boerio,DEM,185,8,177
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,U.S. House,14.0,Guy Reschenthaler,REP,317,13,304
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,State House,59.0,Clare Dooley,DEM,153,6,147
Westmoreland,1966 HEMPFIELD TWP - UNIVERSIT,State House,59.0,Mike Reese,REP,347,15,332
Westmoreland,1969 HEMPFIELD TWP - VALLEY,Straight Party,,Democratic,DEM,206,11,194
Westmoreland,1969 HEMPFIELD TWP - VALLEY,Straight Party,,Republican,REP,277,12,265
Westmoreland,1969 HEMPFIELD TWP - VALLEY,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,1969 HEMPFIELD TWP - VALLEY,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,1969 HEMPFIELD TWP - VALLEY,U.S. Senate,,Bob Casey Jr,DEM,413,20,392
Westmoreland,1969 HEMPFIELD TWP - VALLEY,U.S. Senate,,Lou Barletta,REP,468,17,451
Westmoreland,1969 HEMPFIELD TWP - VALLEY,U.S. Senate,,Neal Gale,GRN,5,0,5
Westmoreland,1969 HEMPFIELD TWP - VALLEY,U.S. Senate,,Dale R Kerns Jr,LN,9,0,9
Westmoreland,1969 HEMPFIELD TWP - VALLEY,Governor,,Tom Wolf,DEM,438,20,417
Westmoreland,1969 HEMPFIELD TWP - VALLEY,Governor,,Scott R Wagner,REP,454,17,437
Westmoreland,1969 HEMPFIELD TWP - VALLEY,Governor,,Paul Glover,GRN,6,0,6
Westmoreland,1969 HEMPFIELD TWP - VALLEY,Governor,,Ken V Krawchuk,LN,5,0,5
Westmoreland,1969 HEMPFIELD TWP - VALLEY,U.S. House,14.0,Bibiana Boerio,DEM,410,20,389
Westmoreland,1969 HEMPFIELD TWP - VALLEY,U.S. House,14.0,Guy Reschenthaler,REP,490,17,473
Westmoreland,1969 HEMPFIELD TWP - VALLEY,State House,57.0,Collin Warren,DEM,370,20,349
Westmoreland,1969 HEMPFIELD TWP - VALLEY,State House,57.0,Eric Nelson,REP,531,17,514
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,Straight Party,,Democratic,DEM,124,8,116
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,Straight Party,,Republican,REP,304,12,292
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,Straight Party,,Libertarian,LN,1,1,0
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,U.S. Senate,,Bob Casey Jr,DEM,271,15,256
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,U.S. Senate,,Lou Barletta,REP,516,16,500
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,U.S. Senate,,Neal Gale,GRN,3,0,3
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,U.S. Senate,,Dale R Kerns Jr,LN,12,2,10
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,Governor,,Tom Wolf,DEM,292,14,278
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,Governor,,Scott R Wagner,REP,506,17,489
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,Governor,,Ken V Krawchuk,LN,9,2,7
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,U.S. House,14.0,Bibiana Boerio,DEM,254,12,242
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,U.S. House,14.0,Guy Reschenthaler,REP,553,21,532
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,State House,57.0,Collin Warren,DEM,211,10,201
Westmoreland,1972 HEMPFIELD TWP - WEAVERS O,State House,57.0,Eric Nelson,REP,597,23,574
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,Straight Party,,Democratic,DEM,38,2,36
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,Straight Party,,Republican,REP,94,2,92
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,U.S. Senate,,Bob Casey Jr,DEM,68,5,63
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,U.S. Senate,,Lou Barletta,REP,146,5,141
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,U.S. Senate,,Neal Gale,GRN,0,0,0
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,U.S. Senate,,Dale R Kerns Jr,LN,3,0,3
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,Governor,,Tom Wolf,DEM,74,4,70
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,Governor,,Scott R Wagner,REP,138,5,133
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,Governor,,Ken V Krawchuk,LN,5,1,4
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,U.S. House,14.0,Bibiana Boerio,DEM,64,3,61
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,U.S. House,14.0,Guy Reschenthaler,REP,152,7,145
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,State House,56.0,Doug Hunt,DEM,66,3,63
Westmoreland,1975 HEMPFIELD TWP - WEGLEY,State House,56.0,George Dunbar,REP,151,7,144
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,Straight Party,,Democratic,DEM,152,7,145
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,Straight Party,,Republican,REP,309,12,297
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,U.S. Senate,,Bob Casey Jr,DEM,370,20,350
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,U.S. Senate,,Lou Barletta,REP,542,18,523
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,U.S. Senate,,Neal Gale,GRN,5,0,5
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,U.S. Senate,,Dale R Kerns Jr,LN,11,1,10
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,Governor,,Tom Wolf,DEM,408,19,389
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,Governor,,Scott R Wagner,REP,517,20,496
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,Governor,,Paul Glover,GRN,4,0,4
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,Governor,,Ken V Krawchuk,LN,9,0,9
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,U.S. House,14.0,Bibiana Boerio,DEM,343,18,325
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,U.S. House,14.0,Guy Reschenthaler,REP,584,21,562
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,State House,58.0,Mary Popovich,DEM,260,13,247
Westmoreland,1978 HEMPFIELD TWP - W HEMPFIE,State House,58.0,Justin Walsh,REP,676,26,649
Westmoreland,1981 HEMPFIELD TWP - W POINT,Straight Party,,Democratic,DEM,290,19,271
Westmoreland,1981 HEMPFIELD TWP - W POINT,Straight Party,,Republican,REP,472,29,443
Westmoreland,1981 HEMPFIELD TWP - W POINT,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,1981 HEMPFIELD TWP - W POINT,Straight Party,,Libertarian,LN,5,0,5
Westmoreland,1981 HEMPFIELD TWP - W POINT,U.S. Senate,,Bob Casey Jr,DEM,627,34,593
Westmoreland,1981 HEMPFIELD TWP - W POINT,U.S. Senate,,Lou Barletta,REP,820,36,784
Westmoreland,1981 HEMPFIELD TWP - W POINT,U.S. Senate,,Neal Gale,GRN,8,0,8
Westmoreland,1981 HEMPFIELD TWP - W POINT,U.S. Senate,,Dale R Kerns Jr,LN,15,0,15
Westmoreland,1981 HEMPFIELD TWP - W POINT,Governor,,Tom Wolf,DEM,693,35,658
Westmoreland,1981 HEMPFIELD TWP - W POINT,Governor,,Scott R Wagner,REP,767,36,731
Westmoreland,1981 HEMPFIELD TWP - W POINT,Governor,,Paul Glover,GRN,6,0,6
Westmoreland,1981 HEMPFIELD TWP - W POINT,Governor,,Ken V Krawchuk,LN,15,0,15
Westmoreland,1981 HEMPFIELD TWP - W POINT,U.S. House,14.0,Bibiana Boerio,DEM,624,35,589
Westmoreland,1981 HEMPFIELD TWP - W POINT,U.S. House,14.0,Guy Reschenthaler,REP,853,36,817
Westmoreland,1981 HEMPFIELD TWP - W POINT,State House,59.0,Clare Dooley,DEM,509,30,479
Westmoreland,1981 HEMPFIELD TWP - W POINT,State House,59.0,Mike Reese,REP,972,41,931
Westmoreland,2000 HUNKER BOROUGH,Straight Party,,Democratic,DEM,20,0,20
Westmoreland,2000 HUNKER BOROUGH,Straight Party,,Republican,REP,49,1,48
Westmoreland,2000 HUNKER BOROUGH,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,2000 HUNKER BOROUGH,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,2000 HUNKER BOROUGH,U.S. Senate,,Bob Casey Jr,DEM,58,1,57
Westmoreland,2000 HUNKER BOROUGH,U.S. Senate,,Lou Barletta,REP,86,1,85
Westmoreland,2000 HUNKER BOROUGH,U.S. Senate,,Neal Gale,GRN,0,0,0
Westmoreland,2000 HUNKER BOROUGH,U.S. Senate,,Dale R Kerns Jr,LN,3,0,3
Westmoreland,2000 HUNKER BOROUGH,Governor,,Tom Wolf,DEM,61,1,60
Westmoreland,2000 HUNKER BOROUGH,Governor,,Scott R Wagner,REP,82,1,81
Westmoreland,2000 HUNKER BOROUGH,Governor,,Paul Glover,GRN,2,0,2
Westmoreland,2000 HUNKER BOROUGH,Governor,,Ken V Krawchuk,LN,3,0,3
Westmoreland,2000 HUNKER BOROUGH,U.S. House,14.0,Bibiana Boerio,DEM,52,0,52
Westmoreland,2000 HUNKER BOROUGH,U.S. House,14.0,Guy Reschenthaler,REP,94,2,92
Westmoreland,2000 HUNKER BOROUGH,State House,57.0,Collin Warren,DEM,33,0,33
Westmoreland,2000 HUNKER BOROUGH,State House,57.0,Eric Nelson,REP,115,2,113
Westmoreland,2100 HYDE PARK BOROUGH,Straight Party,,Democratic,DEM,44,0,44
Westmoreland,2100 HYDE PARK BOROUGH,Straight Party,,Republican,REP,40,0,40
Westmoreland,2100 HYDE PARK BOROUGH,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,2100 HYDE PARK BOROUGH,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,2100 HYDE PARK BOROUGH,U.S. Senate,,Bob Casey Jr,DEM,83,0,83
Westmoreland,2100 HYDE PARK BOROUGH,U.S. Senate,,Lou Barletta,REP,67,0,67
Westmoreland,2100 HYDE PARK BOROUGH,U.S. Senate,,Neal Gale,GRN,0,0,0
Westmoreland,2100 HYDE PARK BOROUGH,U.S. Senate,,Dale R Kerns Jr,LN,1,0,1
Westmoreland,2100 HYDE PARK BOROUGH,Governor,,Tom Wolf,DEM,83,0,83
Westmoreland,2100 HYDE PARK BOROUGH,Governor,,Scott R Wagner,REP,69,0,69
Westmoreland,2100 HYDE PARK BOROUGH,Governor,,Paul Glover,GRN,0,0,0
Westmoreland,2100 HYDE PARK BOROUGH,Governor,,Ken V Krawchuk,LN,2,0,2
Westmoreland,2100 HYDE PARK BOROUGH,U.S. House,14.0,Bibiana Boerio,DEM,76,0,76
Westmoreland,2100 HYDE PARK BOROUGH,U.S. House,14.0,Guy Reschenthaler,REP,74,0,74
Westmoreland,2100 HYDE PARK BOROUGH,State House,55.0,Joseph A Petrarca,DEM,113,0,113
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,Straight Party,,Democratic,DEM,39,0,39
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,Straight Party,,Republican,REP,48,0,48
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,U.S. Senate,,Bob Casey Jr,DEM,67,2,65
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,U.S. Senate,,Lou Barletta,REP,84,1,83
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,U.S. Senate,,Neal Gale,GRN,1,0,1
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,U.S. Senate,,Dale R Kerns Jr,LN,3,0,3
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,Governor,,Tom Wolf,DEM,76,2,74
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,Governor,,Scott R Wagner,REP,78,1,77
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,Governor,,Paul Glover,GRN,0,0,0
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,Governor,,Ken V Krawchuk,LN,1,0,1
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,U.S. House,14.0,Bibiana Boerio,DEM,66,2,64
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,U.S. House,14.0,Guy Reschenthaler,REP,88,1,87
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,State House,56.0,Doug Hunt,DEM,68,2,66
Westmoreland,2210 IRWIN BOROUGH - 1st WARD,State House,56.0,George Dunbar,REP,87,1,86
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,Straight Party,,Democratic,DEM,48,0,48
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,Straight Party,,Republican,REP,47,0,47
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,U.S. Senate,,Bob Casey Jr,DEM,84,3,81
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,U.S. Senate,,Lou Barletta,REP,81,0,81
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,U.S. Senate,,Neal Gale,GRN,0,0,0
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,U.S. Senate,,Dale R Kerns Jr,LN,5,0,5
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,Governor,,Tom Wolf,DEM,89,3,86
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,Governor,,Scott R Wagner,REP,75,0,75
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,Governor,,Ken V Krawchuk,LN,4,0,4
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,U.S. House,14.0,Bibiana Boerio,DEM,84,3,81
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,U.S. House,14.0,Guy Reschenthaler,REP,84,0,84
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,State House,56.0,Doug Hunt,DEM,89,3,86
Westmoreland,2220 IRWIN BOROUGH - 2nd WARD,State House,56.0,George Dunbar,REP,80,0,80
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,Straight Party,,Democratic,DEM,47,10,36
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,Straight Party,,Republican,REP,87,0,87
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,U.S. Senate,,Bob Casey Jr,DEM,107,16,90
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,U.S. Senate,,Lou Barletta,REP,126,1,125
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,U.S. Senate,,Neal Gale,GRN,1,0,1
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,U.S. Senate,,Dale R Kerns Jr,LN,1,0,1
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,Governor,,Tom Wolf,DEM,115,16,99
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,Governor,,Scott R Wagner,REP,120,1,119
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,Governor,,Ken V Krawchuk,LN,2,0,2
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,U.S. House,14.0,Bibiana Boerio,DEM,100,14,85
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,U.S. House,14.0,Guy Reschenthaler,REP,135,3,132
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,State House,56.0,Doug Hunt,DEM,92,13,79
Westmoreland,2230 IRWIN BOROUGH - 3rd WARD,State House,56.0,George Dunbar,REP,143,3,140
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,Straight Party,,Democratic,DEM,44,0,44
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,Straight Party,,Republican,REP,36,0,36
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,U.S. Senate,,Bob Casey Jr,DEM,80,2,78
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,U.S. Senate,,Lou Barletta,REP,68,0,68
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,U.S. Senate,,Neal Gale,GRN,2,0,2
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,U.S. Senate,,Dale R Kerns Jr,LN,1,0,1
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,Governor,,Tom Wolf,DEM,77,2,75
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,Governor,,Scott R Wagner,REP,72,0,72
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,Governor,,Paul Glover,GRN,3,0,3
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,Governor,,Ken V Krawchuk,LN,1,0,1
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,U.S. House,14.0,Bibiana Boerio,DEM,74,2,72
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,U.S. House,14.0,Guy Reschenthaler,REP,78,0,78
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,State House,56.0,Doug Hunt,DEM,67,1,66
Westmoreland,2240 IRWIN BOROUGH - 4th WARD,State House,56.0,George Dunbar,REP,84,1,83
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,Straight Party,,Democratic,DEM,32,1,31
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,Straight Party,,Republican,REP,40,0,40
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,U.S. Senate,,Bob Casey Jr,DEM,75,1,74
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,U.S. Senate,,Lou Barletta,REP,67,0,67
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,U.S. Senate,,Neal Gale,GRN,3,0,3
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,U.S. Senate,,Dale R Kerns Jr,LN,1,0,1
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,Governor,,Tom Wolf,DEM,82,1,81
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,Governor,,Scott R Wagner,REP,65,0,65
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,Governor,,Ken V Krawchuk,LN,1,0,1
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,U.S. House,14.0,Bibiana Boerio,DEM,75,1,74
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,U.S. House,14.0,Guy Reschenthaler,REP,73,0,73
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,State House,56.0,Doug Hunt,DEM,74,1,73
Westmoreland,2250 IRWIN BOROUGH - 5th WARD,State House,56.0,George Dunbar,REP,73,0,73
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,Straight Party,,Democratic,DEM,74,1,73
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,Straight Party,,Republican,REP,80,1,79
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,Straight Party,,Libertarian,LN,4,0,4
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,U.S. Senate,,Bob Casey Jr,DEM,146,4,142
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,U.S. Senate,,Lou Barletta,REP,136,2,134
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,U.S. Senate,,Neal Gale,GRN,0,0,0
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,U.S. Senate,,Dale R Kerns Jr,LN,6,0,6
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,Governor,,Tom Wolf,DEM,150,4,146
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,Governor,,Scott R Wagner,REP,131,2,129
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,Governor,,Paul Glover,GRN,2,0,2
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,Governor,,Ken V Krawchuk,LN,7,0,7
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,U.S. House,14.0,Bibiana Boerio,DEM,139,4,135
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,U.S. House,14.0,Guy Reschenthaler,REP,147,2,145
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,State House,56.0,Doug Hunt,DEM,121,4,117
Westmoreland,2260 IRWIN BOROUGH - 6th WARD,State House,56.0,George Dunbar,REP,164,2,162
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,Straight Party,,Democratic,DEM,74,2,72
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,Straight Party,,Republican,REP,111,3,108
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,U.S. Senate,,Bob Casey Jr,DEM,159,2,157
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,U.S. Senate,,Lou Barletta,REP,183,4,179
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,U.S. Senate,,Neal Gale,GRN,1,0,1
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,U.S. Senate,,Dale R Kerns Jr,LN,6,0,6
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,Governor,,Tom Wolf,DEM,181,2,179
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,Governor,,Scott R Wagner,REP,168,4,164
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,Governor,,Paul Glover,GRN,2,0,2
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,Governor,,Ken V Krawchuk,LN,4,0,4
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,U.S. House,14.0,Bibiana Boerio,DEM,154,2,152
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,U.S. House,14.0,Guy Reschenthaler,REP,199,4,195
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,State House,56.0,Doug Hunt,DEM,155,2,153
Westmoreland,2270 IRWIN BOROUGH - 7th WARD,State House,56.0,George Dunbar,REP,199,4,195
Westmoreland,2310 JEANNETTE - 1,Straight Party,,Democratic,DEM,68,0,68
Westmoreland,2310 JEANNETTE - 1,Straight Party,,Republican,REP,18,1,17
Westmoreland,2310 JEANNETTE - 1,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,2310 JEANNETTE - 1,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,2310 JEANNETTE - 1,U.S. Senate,,Bob Casey Jr,DEM,77,0,77
Westmoreland,2310 JEANNETTE - 1,U.S. Senate,,Lou Barletta,REP,31,1,30
Westmoreland,2310 JEANNETTE - 1,U.S. Senate,,Neal Gale,GRN,2,0,2
Westmoreland,2310 JEANNETTE - 1,U.S. Senate,,Dale R Kerns Jr,LN,1,0,1
Westmoreland,2310 JEANNETTE - 1,Governor,,Tom Wolf,DEM,75,0,75
Westmoreland,2310 JEANNETTE - 1,Governor,,Scott R Wagner,REP,34,1,33
Westmoreland,2310 JEANNETTE - 1,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,2310 JEANNETTE - 1,Governor,,Ken V Krawchuk,LN,1,0,1
Westmoreland,2310 JEANNETTE - 1,U.S. House,14.0,Bibiana Boerio,DEM,79,0,79
Westmoreland,2310 JEANNETTE - 1,U.S. House,14.0,Guy Reschenthaler,REP,32,1,31
Westmoreland,2310 JEANNETTE - 1,State House,58.0,Mary Popovich,DEM,80,0,80
Westmoreland,2310 JEANNETTE - 1,State House,58.0,Justin Walsh,REP,31,1,30
Westmoreland,2321 JEANNETTE - 2-1,Straight Party,,Democratic,DEM,48,0,47
Westmoreland,2321 JEANNETTE - 2-1,Straight Party,,Republican,REP,41,0,41
Westmoreland,2321 JEANNETTE - 2-1,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,2321 JEANNETTE - 2-1,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,2321 JEANNETTE - 2-1,U.S. Senate,,Bob Casey Jr,DEM,85,0,84
Westmoreland,2321 JEANNETTE - 2-1,U.S. Senate,,Lou Barletta,REP,73,0,73
Westmoreland,2321 JEANNETTE - 2-1,U.S. Senate,,Neal Gale,GRN,0,0,0
Westmoreland,2321 JEANNETTE - 2-1,U.S. Senate,,Dale R Kerns Jr,LN,0,0,0
Westmoreland,2321 JEANNETTE - 2-1,Governor,,Tom Wolf,DEM,87,0,87
Westmoreland,2321 JEANNETTE - 2-1,Governor,,Scott R Wagner,REP,70,0,70
Westmoreland,2321 JEANNETTE - 2-1,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,2321 JEANNETTE - 2-1,Governor,,Ken V Krawchuk,LN,0,0,0
