county,precinct,office,district,candidate,party,votes,absentee,election_day
Westmoreland,3831 NEW KENSINGTON - 3-1,Governor,,Tom Wolf,DEM,178,3,175
Westmoreland,3831 NEW KENSINGTON - 3-1,Governor,,Scott R Wagner,REP,81,5,76
Westmoreland,3831 NEW KENSINGTON - 3-1,Governor,,Paul Glover,GRN,3,0,3
Westmoreland,3831 NEW KENSINGTON - 3-1,Governor,,Ken V Krawchuk,LN,4,0,4
Westmoreland,3831 NEW KENSINGTON - 3-1,U.S. House,14.0,Bibiana Boerio,DEM,165,3,162
Westmoreland,3831 NEW KENSINGTON - 3-1,U.S. House,14.0,Guy Reschenthaler,REP,98,6,92
Westmoreland,3831 NEW KENSINGTON - 3-1,State House,33.0,Frank Dermody,DEM,172,3,169
Westmoreland,3831 NEW KENSINGTON - 3-1,State House,33.0,Joshua R Nulph,REP,93,6,87
Westmoreland,3832 NEW KENSINGTON - 3-2,Straight Party,,Democratic,DEM,94,2,92
Westmoreland,3832 NEW KENSINGTON - 3-2,Straight Party,,Republican,REP,78,0,78
Westmoreland,3832 NEW KENSINGTON - 3-2,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,3832 NEW KENSINGTON - 3-2,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,3832 NEW KENSINGTON - 3-2,U.S. Senate,,Bob Casey Jr,DEM,172,6,166
Westmoreland,3832 NEW KENSINGTON - 3-2,U.S. Senate,,Lou Barletta,REP,118,2,116
Westmoreland,3832 NEW KENSINGTON - 3-2,U.S. Senate,,Neal Gale,GRN,2,0,2
Westmoreland,3832 NEW KENSINGTON - 3-2,U.S. Senate,,Dale R Kerns Jr,LN,0,0,0
Westmoreland,3832 NEW KENSINGTON - 3-2,Governor,,Tom Wolf,DEM,170,7,163
Westmoreland,3832 NEW KENSINGTON - 3-2,Governor,,Scott R Wagner,REP,122,1,121
Westmoreland,3832 NEW KENSINGTON - 3-2,Governor,,Paul Glover,GRN,2,0,2
Westmoreland,3832 NEW KENSINGTON - 3-2,Governor,,Ken V Krawchuk,LN,1,0,1
Westmoreland,3832 NEW KENSINGTON - 3-2,U.S. House,14.0,Bibiana Boerio,DEM,138,3,135
Westmoreland,3832 NEW KENSINGTON - 3-2,U.S. House,14.0,Guy Reschenthaler,REP,156,5,151
Westmoreland,3832 NEW KENSINGTON - 3-2,State House,33.0,Frank Dermody,DEM,159,6,153
Westmoreland,3832 NEW KENSINGTON - 3-2,State House,33.0,Joshua R Nulph,REP,134,2,132
Westmoreland,3833 NEW KENSINGTON - 3-3,Straight Party,,Democratic,DEM,96,6,90
Westmoreland,3833 NEW KENSINGTON - 3-3,Straight Party,,Republican,REP,86,2,84
Westmoreland,3833 NEW KENSINGTON - 3-3,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,3833 NEW KENSINGTON - 3-3,Straight Party,,Libertarian,LN,2,0,2
Westmoreland,3833 NEW KENSINGTON - 3-3,U.S. Senate,,Bob Casey Jr,DEM,158,7,151
Westmoreland,3833 NEW KENSINGTON - 3-3,U.S. Senate,,Lou Barletta,REP,137,2,135
Westmoreland,3833 NEW KENSINGTON - 3-3,U.S. Senate,,Neal Gale,GRN,0,0,0
Westmoreland,3833 NEW KENSINGTON - 3-3,U.S. Senate,,Dale R Kerns Jr,LN,7,0,7
Westmoreland,3833 NEW KENSINGTON - 3-3,Governor,,Tom Wolf,DEM,158,7,151
Westmoreland,3833 NEW KENSINGTON - 3-3,Governor,,Scott R Wagner,REP,139,2,137
Westmoreland,3833 NEW KENSINGTON - 3-3,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,3833 NEW KENSINGTON - 3-3,Governor,,Ken V Krawchuk,LN,5,0,5
Westmoreland,3833 NEW KENSINGTON - 3-3,U.S. House,14.0,Bibiana Boerio,DEM,131,6,125
Westmoreland,3833 NEW KENSINGTON - 3-3,U.S. House,14.0,Guy Reschenthaler,REP,168,2,166
Westmoreland,3833 NEW KENSINGTON - 3-3,State House,33.0,Frank Dermody,DEM,143,7,136
Westmoreland,3833 NEW KENSINGTON - 3-3,State House,33.0,Joshua R Nulph,REP,164,2,162
Westmoreland,3834 NEW KENSINGTON - 3-4,Straight Party,,Democratic,DEM,104,9,95
Westmoreland,3834 NEW KENSINGTON - 3-4,Straight Party,,Republican,REP,86,2,84
Westmoreland,3834 NEW KENSINGTON - 3-4,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,3834 NEW KENSINGTON - 3-4,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,3834 NEW KENSINGTON - 3-4,U.S. Senate,,Bob Casey Jr,DEM,180,10,170
Westmoreland,3834 NEW KENSINGTON - 3-4,U.S. Senate,,Lou Barletta,REP,144,3,141
Westmoreland,3834 NEW KENSINGTON - 3-4,U.S. Senate,,Neal Gale,GRN,4,0,4
Westmoreland,3834 NEW KENSINGTON - 3-4,U.S. Senate,,Dale R Kerns Jr,LN,8,0,8
Westmoreland,3834 NEW KENSINGTON - 3-4,Governor,,Tom Wolf,DEM,197,10,187
Westmoreland,3834 NEW KENSINGTON - 3-4,Governor,,Scott R Wagner,REP,136,3,133
Westmoreland,3834 NEW KENSINGTON - 3-4,Governor,,Paul Glover,GRN,3,0,3
Westmoreland,3834 NEW KENSINGTON - 3-4,Governor,,Ken V Krawchuk,LN,4,0,4
Westmoreland,3834 NEW KENSINGTON - 3-4,U.S. House,14.0,Bibiana Boerio,DEM,174,10,164
Westmoreland,3834 NEW KENSINGTON - 3-4,U.S. House,14.0,Guy Reschenthaler,REP,160,3,157
Westmoreland,3834 NEW KENSINGTON - 3-4,State House,33.0,Frank Dermody,DEM,197,10,187
Westmoreland,3834 NEW KENSINGTON - 3-4,State House,33.0,Joshua R Nulph,REP,143,3,140
Westmoreland,3841 NEW KENSINGTON - 4-1,Straight Party,,Democratic,DEM,80,0,80
Westmoreland,3841 NEW KENSINGTON - 4-1,Straight Party,,Republican,REP,23,1,22
Westmoreland,3841 NEW KENSINGTON - 4-1,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,3841 NEW KENSINGTON - 4-1,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,3841 NEW KENSINGTON - 4-1,U.S. Senate,,Bob Casey Jr,DEM,114,1,113
Westmoreland,3841 NEW KENSINGTON - 4-1,U.S. Senate,,Lou Barletta,REP,46,1,45
Westmoreland,3841 NEW KENSINGTON - 4-1,U.S. Senate,,Neal Gale,GRN,1,0,1
Westmoreland,3841 NEW KENSINGTON - 4-1,U.S. Senate,,Dale R Kerns Jr,LN,4,0,4
Westmoreland,3841 NEW KENSINGTON - 4-1,Governor,,Tom Wolf,DEM,115,1,114
Westmoreland,3841 NEW KENSINGTON - 4-1,Governor,,Scott R Wagner,REP,46,1,45
Westmoreland,3841 NEW KENSINGTON - 4-1,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,3841 NEW KENSINGTON - 4-1,Governor,,Ken V Krawchuk,LN,2,0,2
Westmoreland,3841 NEW KENSINGTON - 4-1,U.S. House,14.0,Bibiana Boerio,DEM,108,1,107
Westmoreland,3841 NEW KENSINGTON - 4-1,U.S. House,14.0,Guy Reschenthaler,REP,56,1,55
Westmoreland,3841 NEW KENSINGTON - 4-1,State House,33.0,Frank Dermody,DEM,115,1,114
Westmoreland,3841 NEW KENSINGTON - 4-1,State House,33.0,Joshua R Nulph,REP,48,1,47
Westmoreland,3842 NEW KENSINGTON - 4-2,Straight Party,,Democratic,DEM,190,10,179
Westmoreland,3842 NEW KENSINGTON - 4-2,Straight Party,,Republican,REP,143,3,140
Westmoreland,3842 NEW KENSINGTON - 4-2,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,3842 NEW KENSINGTON - 4-2,Straight Party,,Libertarian,LN,2,0,2
Westmoreland,3842 NEW KENSINGTON - 4-2,U.S. Senate,,Bob Casey Jr,DEM,350,15,334
Westmoreland,3842 NEW KENSINGTON - 4-2,U.S. Senate,,Lou Barletta,REP,241,3,238
Westmoreland,3842 NEW KENSINGTON - 4-2,U.S. Senate,,Neal Gale,GRN,5,0,5
Westmoreland,3842 NEW KENSINGTON - 4-2,U.S. Senate,,Dale R Kerns Jr,LN,7,0,7
Westmoreland,3842 NEW KENSINGTON - 4-2,Governor,,Tom Wolf,DEM,357,15,342
Westmoreland,3842 NEW KENSINGTON - 4-2,Governor,,Scott R Wagner,REP,238,3,235
Westmoreland,3842 NEW KENSINGTON - 4-2,Governor,,Paul Glover,GRN,5,0,5
Westmoreland,3842 NEW KENSINGTON - 4-2,Governor,,Ken V Krawchuk,LN,7,0,7
Westmoreland,3842 NEW KENSINGTON - 4-2,U.S. House,14.0,Bibiana Boerio,DEM,327,12,314
Westmoreland,3842 NEW KENSINGTON - 4-2,U.S. House,14.0,Guy Reschenthaler,REP,271,6,265
Westmoreland,3842 NEW KENSINGTON - 4-2,State House,33.0,Frank Dermody,DEM,328,13,315
Westmoreland,3842 NEW KENSINGTON - 4-2,State House,33.0,Joshua R Nulph,REP,275,5,270
Westmoreland,3843 NEW KENSINGTON - 4-3,Straight Party,,Democratic,DEM,124,2,122
Westmoreland,3843 NEW KENSINGTON - 4-3,Straight Party,,Republican,REP,128,4,124
Westmoreland,3843 NEW KENSINGTON - 4-3,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,3843 NEW KENSINGTON - 4-3,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,3843 NEW KENSINGTON - 4-3,U.S. Senate,,Bob Casey Jr,DEM,207,2,205
Westmoreland,3843 NEW KENSINGTON - 4-3,U.S. Senate,,Lou Barletta,REP,193,6,187
Westmoreland,3843 NEW KENSINGTON - 4-3,U.S. Senate,,Neal Gale,GRN,6,0,6
Westmoreland,3843 NEW KENSINGTON - 4-3,U.S. Senate,,Dale R Kerns Jr,LN,9,0,9
Westmoreland,3843 NEW KENSINGTON - 4-3,Governor,,Tom Wolf,DEM,222,2,220
Westmoreland,3843 NEW KENSINGTON - 4-3,Governor,,Scott R Wagner,REP,189,6,183
Westmoreland,3843 NEW KENSINGTON - 4-3,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,3843 NEW KENSINGTON - 4-3,Governor,,Ken V Krawchuk,LN,5,0,5
Westmoreland,3843 NEW KENSINGTON - 4-3,U.S. House,14.0,Bibiana Boerio,DEM,196,2,194
Westmoreland,3843 NEW KENSINGTON - 4-3,U.S. House,14.0,Guy Reschenthaler,REP,218,6,212
Westmoreland,3843 NEW KENSINGTON - 4-3,State House,33.0,Frank Dermody,DEM,199,2,197
Westmoreland,3843 NEW KENSINGTON - 4-3,State House,33.0,Joshua R Nulph,REP,216,6,210
Westmoreland,3844 NEW KENSINGTON - 4-4,Straight Party,,Democratic,DEM,154,9,145
Westmoreland,3844 NEW KENSINGTON - 4-4,Straight Party,,Republican,REP,145,5,140
Westmoreland,3844 NEW KENSINGTON - 4-4,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,3844 NEW KENSINGTON - 4-4,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,3844 NEW KENSINGTON - 4-4,U.S. Senate,,Bob Casey Jr,DEM,314,17,296
Westmoreland,3844 NEW KENSINGTON - 4-4,U.S. Senate,,Lou Barletta,REP,267,7,260
Westmoreland,3844 NEW KENSINGTON - 4-4,U.S. Senate,,Neal Gale,GRN,2,0,2
Westmoreland,3844 NEW KENSINGTON - 4-4,U.S. Senate,,Dale R Kerns Jr,LN,6,0,6
Westmoreland,3844 NEW KENSINGTON - 4-4,Governor,,Tom Wolf,DEM,335,17,318
Westmoreland,3844 NEW KENSINGTON - 4-4,Governor,,Scott R Wagner,REP,243,7,236
Westmoreland,3844 NEW KENSINGTON - 4-4,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,3844 NEW KENSINGTON - 4-4,Governor,,Ken V Krawchuk,LN,10,0,10
Westmoreland,3844 NEW KENSINGTON - 4-4,U.S. House,14.0,Bibiana Boerio,DEM,296,16,279
Westmoreland,3844 NEW KENSINGTON - 4-4,U.S. House,14.0,Guy Reschenthaler,REP,291,7,284
Westmoreland,3844 NEW KENSINGTON - 4-4,State House,33.0,Frank Dermody,DEM,298,15,283
Westmoreland,3844 NEW KENSINGTON - 4-4,State House,33.0,Joshua R Nulph,REP,286,7,279
Westmoreland,3845 NEW KENSINGTON - 4-5,Straight Party,,Democratic,DEM,114,4,110
Westmoreland,3845 NEW KENSINGTON - 4-5,Straight Party,,Republican,REP,73,0,73
Westmoreland,3845 NEW KENSINGTON - 4-5,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,3845 NEW KENSINGTON - 4-5,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,3845 NEW KENSINGTON - 4-5,U.S. Senate,,Bob Casey Jr,DEM,202,6,196
Westmoreland,3845 NEW KENSINGTON - 4-5,U.S. Senate,,Lou Barletta,REP,136,3,133
Westmoreland,3845 NEW KENSINGTON - 4-5,U.S. Senate,,Neal Gale,GRN,2,0,2
Westmoreland,3845 NEW KENSINGTON - 4-5,U.S. Senate,,Dale R Kerns Jr,LN,3,0,3
Westmoreland,3845 NEW KENSINGTON - 4-5,Governor,,Tom Wolf,DEM,207,5,202
Westmoreland,3845 NEW KENSINGTON - 4-5,Governor,,Scott R Wagner,REP,134,4,130
Westmoreland,3845 NEW KENSINGTON - 4-5,Governor,,Paul Glover,GRN,2,0,2
Westmoreland,3845 NEW KENSINGTON - 4-5,Governor,,Ken V Krawchuk,LN,3,0,3
Westmoreland,3845 NEW KENSINGTON - 4-5,U.S. House,14.0,Bibiana Boerio,DEM,188,5,183
Westmoreland,3845 NEW KENSINGTON - 4-5,U.S. House,14.0,Guy Reschenthaler,REP,157,4,153
Westmoreland,3845 NEW KENSINGTON - 4-5,State House,33.0,Frank Dermody,DEM,195,6,189
Westmoreland,3845 NEW KENSINGTON - 4-5,State House,33.0,Joshua R Nulph,REP,149,3,146
Westmoreland,3850 NEW KENSINGTON - 5,Straight Party,,Democratic,DEM,66,0,66
Westmoreland,3850 NEW KENSINGTON - 5,Straight Party,,Republican,REP,31,0,30
Westmoreland,3850 NEW KENSINGTON - 5,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,3850 NEW KENSINGTON - 5,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,3850 NEW KENSINGTON - 5,U.S. Senate,,Bob Casey Jr,DEM,99,0,98
Westmoreland,3850 NEW KENSINGTON - 5,U.S. Senate,,Lou Barletta,REP,48,0,47
Westmoreland,3850 NEW KENSINGTON - 5,U.S. Senate,,Neal Gale,GRN,2,0,2
Westmoreland,3850 NEW KENSINGTON - 5,U.S. Senate,,Dale R Kerns Jr,LN,1,0,1
Westmoreland,3850 NEW KENSINGTON - 5,Governor,,Tom Wolf,DEM,105,0,104
Westmoreland,3850 NEW KENSINGTON - 5,Governor,,Scott R Wagner,REP,45,0,44
Westmoreland,3850 NEW KENSINGTON - 5,Governor,,Paul Glover,GRN,0,0,0
Westmoreland,3850 NEW KENSINGTON - 5,Governor,,Ken V Krawchuk,LN,1,0,1
Westmoreland,3850 NEW KENSINGTON - 5,U.S. House,14.0,Bibiana Boerio,DEM,98,0,97
Westmoreland,3850 NEW KENSINGTON - 5,U.S. House,14.0,Guy Reschenthaler,REP,53,0,52
Westmoreland,3850 NEW KENSINGTON - 5,State House,33.0,Frank Dermody,DEM,103,0,102
Westmoreland,3850 NEW KENSINGTON - 5,State House,33.0,Joshua R Nulph,REP,49,0,48
Westmoreland,3860 NEW KENSINGTON - 6,Straight Party,,Democratic,DEM,97,4,93
Westmoreland,3860 NEW KENSINGTON - 6,Straight Party,,Republican,REP,31,0,31
Westmoreland,3860 NEW KENSINGTON - 6,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,3860 NEW KENSINGTON - 6,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,3860 NEW KENSINGTON - 6,U.S. Senate,,Bob Casey Jr,DEM,149,4,145
Westmoreland,3860 NEW KENSINGTON - 6,U.S. Senate,,Lou Barletta,REP,63,0,63
Westmoreland,3860 NEW KENSINGTON - 6,U.S. Senate,,Neal Gale,GRN,1,0,1
Westmoreland,3860 NEW KENSINGTON - 6,U.S. Senate,,Dale R Kerns Jr,LN,0,0,0
Westmoreland,3860 NEW KENSINGTON - 6,Governor,,Tom Wolf,DEM,149,4,145
Westmoreland,3860 NEW KENSINGTON - 6,Governor,,Scott R Wagner,REP,62,0,62
Westmoreland,3860 NEW KENSINGTON - 6,Governor,,Paul Glover,GRN,3,0,3
Westmoreland,3860 NEW KENSINGTON - 6,Governor,,Ken V Krawchuk,LN,2,0,2
Westmoreland,3860 NEW KENSINGTON - 6,U.S. House,14.0,Bibiana Boerio,DEM,136,4,132
Westmoreland,3860 NEW KENSINGTON - 6,U.S. House,14.0,Guy Reschenthaler,REP,78,0,78
Westmoreland,3860 NEW KENSINGTON - 6,State House,33.0,Frank Dermody,DEM,150,4,146
Westmoreland,3860 NEW KENSINGTON - 6,State House,33.0,Joshua R Nulph,REP,64,0,64
Westmoreland,3871 NEW KENSINGTON - 7-1,Straight Party,,Democratic,DEM,93,3,90
Westmoreland,3871 NEW KENSINGTON - 7-1,Straight Party,,Republican,REP,66,3,63
Westmoreland,3871 NEW KENSINGTON - 7-1,Straight Party,,Green Party,GRN,1,1,0
Westmoreland,3871 NEW KENSINGTON - 7-1,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,U.S. Senate,,Bob Casey Jr,DEM,201,5,196
Westmoreland,3871 NEW KENSINGTON - 7-1,U.S. Senate,,Lou Barletta,REP,147,3,144
Westmoreland,3871 NEW KENSINGTON - 7-1,U.S. Senate,,Neal Gale,GRN,3,1,2
Westmoreland,3871 NEW KENSINGTON - 7-1,U.S. Senate,,Dale R Kerns Jr,LN,5,0,5
Westmoreland,3871 NEW KENSINGTON - 7-1,Governor,,Tom Wolf,DEM,216,4,212
Westmoreland,3871 NEW KENSINGTON - 7-1,Governor,,Scott R Wagner,REP,137,5,132
Westmoreland,3871 NEW KENSINGTON - 7-1,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,3871 NEW KENSINGTON - 7-1,Governor,,Ken V Krawchuk,LN,5,0,5
Westmoreland,3871 NEW KENSINGTON - 7-1,U.S. House,14.0,Bibiana Boerio,DEM,181,4,177
Westmoreland,3871 NEW KENSINGTON - 7-1,U.S. House,14.0,Guy Reschenthaler,REP,176,5,171
Westmoreland,3871 NEW KENSINGTON - 7-1,State House,33.0,Frank Dermody,DEM,190,6,184
Westmoreland,3871 NEW KENSINGTON - 7-1,State House,33.0,Joshua R Nulph,REP,168,3,165
Westmoreland,3872 NEW KENSINGTON - 7-2,Straight Party,,Democratic,DEM,103,3,100
Westmoreland,3872 NEW KENSINGTON - 7-2,Straight Party,,Republican,REP,129,1,128
Westmoreland,3872 NEW KENSINGTON - 7-2,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. Senate,,Bob Casey Jr,DEM,186,5,181
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. Senate,,Lou Barletta,REP,231,6,225
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. Senate,,Neal Gale,GRN,2,0,2
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. Senate,,Dale R Kerns Jr,LN,2,0,2
Westmoreland,3872 NEW KENSINGTON - 7-2,Governor,,Tom Wolf,DEM,200,6,194
Westmoreland,3872 NEW KENSINGTON - 7-2,Governor,,Scott R Wagner,REP,213,5,208
Westmoreland,3872 NEW KENSINGTON - 7-2,Governor,,Paul Glover,GRN,2,0,2
Westmoreland,3872 NEW KENSINGTON - 7-2,Governor,,Ken V Krawchuk,LN,3,0,3
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. House,14.0,Bibiana Boerio,DEM,182,6,176
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. House,14.0,Guy Reschenthaler,REP,236,4,232
Westmoreland,3872 NEW KENSINGTON - 7-2,State House,33.0,Frank Dermody,DEM,176,6,170
Westmoreland,3872 NEW KENSINGTON - 7-2,State House,33.0,Joshua R Nulph,REP,245,5,240
Westmoreland,3900 NEW STANTON BOROUGH,Straight Party,,Democratic,DEM,156,4,152
Westmoreland,3900 NEW STANTON BOROUGH,Straight Party,,Republican,REP,281,11,270
Westmoreland,3900 NEW STANTON BOROUGH,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,3900 NEW STANTON BOROUGH,Straight Party,,Libertarian,LN,3,0,3
Westmoreland,3900 NEW STANTON BOROUGH,U.S. Senate,,Bob Casey Jr,DEM,376,12,364
Westmoreland,3900 NEW STANTON BOROUGH,U.S. Senate,,Lou Barletta,REP,488,16,472
Westmoreland,3900 NEW STANTON BOROUGH,U.S. Senate,,Neal Gale,GRN,8,0,8
Westmoreland,3900 NEW STANTON BOROUGH,U.S. Senate,,Dale R Kerns Jr,LN,12,0,12
Westmoreland,3900 NEW STANTON BOROUGH,Governor,,Tom Wolf,DEM,388,12,376
Westmoreland,3900 NEW STANTON BOROUGH,Governor,,Scott R Wagner,REP,482,15,467
Westmoreland,3900 NEW STANTON BOROUGH,Governor,,Paul Glover,GRN,4,1,3
Westmoreland,3900 NEW STANTON BOROUGH,Governor,,Ken V Krawchuk,LN,13,0,13
Westmoreland,3900 NEW STANTON BOROUGH,U.S. House,14.0,Bibiana Boerio,DEM,359,12,347
Westmoreland,3900 NEW STANTON BOROUGH,U.S. House,14.0,Guy Reschenthaler,REP,525,16,509
Westmoreland,3900 NEW STANTON BOROUGH,State House,57.0,Collin Warren,DEM,285,8,277
Westmoreland,3900 NEW STANTON BOROUGH,State House,57.0,Eric Nelson,REP,603,20,583
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Straight Party,,Democratic,DEM,86,2,84
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Straight Party,,Republican,REP,84,5,79
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. Senate,,Bob Casey Jr,DEM,186,6,180
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. Senate,,Lou Barletta,REP,136,2,133
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. Senate,,Neal Gale,GRN,4,0,4
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. Senate,,Dale R Kerns Jr,LN,3,0,3
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Governor,,Tom Wolf,DEM,194,4,190
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Governor,,Scott R Wagner,REP,133,3,129
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Governor,,Paul Glover,GRN,2,0,2
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Governor,,Ken V Krawchuk,LN,3,1,2
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. House,14.0,Bibiana Boerio,DEM,172,4,168
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. House,14.0,Guy Reschenthaler,REP,158,4,153
Westmoreland,4010 N BELLE VERNON BOROUGH 1,State House,32.0,Pam Gerard,DEM,170,4,166
Westmoreland,4010 N BELLE VERNON BOROUGH 1,State House,32.0,Pat Stefano,REP,158,4,153
Westmoreland,4010 N BELLE VERNON BOROUGH 1,State House,58.0,Mary Popovich,DEM,161,4,157
Westmoreland,4010 N BELLE VERNON BOROUGH 1,State House,58.0,Justin Walsh,REP,170,3,166
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Straight Party,,Democratic,DEM,85,2,83
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Straight Party,,Republican,REP,73,2,71
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. Senate,,Bob Casey Jr,DEM,182,2,180
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. Senate,,Lou Barletta,REP,132,2,130
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. Senate,,Neal Gale,GRN,1,0,1
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. Senate,,Dale R Kerns Jr,LN,2,1,1
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Governor,,Tom Wolf,DEM,194,2,192
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Governor,,Scott R Wagner,REP,125,2,123
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Governor,,Paul Glover,GRN,5,1,4
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Governor,,Ken V Krawchuk,LN,2,0,2
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. House,14.0,Bibiana Boerio,DEM,175,2,173
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. House,14.0,Guy Reschenthaler,REP,143,3,140
Westmoreland,4020 N BELLE VERNON BOROUGH 2,State House,32.0,Pam Gerard,DEM,154,2,152
Westmoreland,4020 N BELLE VERNON BOROUGH 2,State House,32.0,Pat Stefano,REP,169,3,166
Westmoreland,4020 N BELLE VERNON BOROUGH 2,State House,58.0,Mary Popovich,DEM,143,2,141
Westmoreland,4020 N BELLE VERNON BOROUGH 2,State House,58.0,Justin Walsh,REP,181,3,178
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Straight Party,,Democratic,DEM,199,4,194
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Straight Party,,Republican,REP,331,13,318
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Straight Party,,Libertarian,LN,2,0,2
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. Senate,,Bob Casey Jr,DEM,390,9,380
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. Senate,,Lou Barletta,REP,539,18,521
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. Senate,,Neal Gale,GRN,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. Senate,,Dale R Kerns Jr,LN,8,0,8
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Governor,,Tom Wolf,DEM,428,9,419
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Governor,,Scott R Wagner,REP,513,17,496
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Governor,,Ken V Krawchuk,LN,7,1,6
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. House,14.0,Bibiana Boerio,DEM,376,9,366
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. House,14.0,Guy Reschenthaler,REP,573,18,555
Westmoreland,4111 N HUNTINGDON TWP - 1-1,State House,56.0,Doug Hunt,DEM,359,8,351
Westmoreland,4111 N HUNTINGDON TWP - 1-1,State House,56.0,George Dunbar,REP,589,19,570
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Straight Party,,Democratic,DEM,14,2,12
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Straight Party,,Republican,REP,41,0,41
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,4112 N HUNTINGDON TWP - 1-2,U.S. Senate,,Bob Casey Jr,DEM,32,2,30
