county,precinct,office,district,candidate,party,votes,absentee,election_day
Butler County,0100 ADAMSBURG BOROUGH,Straight Party,,Democratic,DEM,12,0,12
Butler County,0100 ADAMSBURG BOROUGH,Straight Party,,Republican,REP,20,0,20
Butler County,0100 ADAMSBURG BOROUGH,Straight Party,,Green Party,GRN,0,0,0
Butler County,0100 ADAMSBURG BOROUGH,Straight Party,,Libertarian,LN,1,0,1
Butler County,0100 ADAMSBURG BOROUGH,U.S. Senate,,Bob Casey Jr,DEM,24,0,24
Butler County,0100 ADAMSBURG BOROUGH,U.S. Senate,,Lou Barletta,REP,35,0,35
Butler County,0100 ADAMSBURG BOROUGH,U.S. Senate,,Neal Gale,GRN,0,0,0
Butler County,0100 ADAMSBURG BOROUGH,U.S. Senate,,Dale R Kerns Jr,LN,2,0,2
Butler County,0100 ADAMSBURG BOROUGH,Governor,,Tom Wolf,DEM,28,0,28
Butler County,0100 ADAMSBURG BOROUGH,Governor,,Scott R Wagner,REP,32,0,32
Butler County,0100 ADAMSBURG BOROUGH,Governor,,Paul Glover,GRN,0,0,0
Butler County,0100 ADAMSBURG BOROUGH,Governor,,Ken V Krawchuk,LN,1,0,1
Butler County,0100 ADAMSBURG BOROUGH,U.S. House,14.0,Bibiana Boerio,DEM,19,0,19
Butler County,0100 ADAMSBURG BOROUGH,U.S. House,14.0,Guy Reschenthaler,REP,42,0,42
Butler County,0100 ADAMSBURG BOROUGH,State House,58.0,Mary Popovich,DEM,21,0,21
Butler County,0100 ADAMSBURG BOROUGH,State House,58.0,Justin Walsh,REP,40,0,40
Butler County,0203 ALLEGHENY TWP - NO 1,Straight Party,,Democratic,DEM,279,10,269
Butler County,0203 ALLEGHENY TWP - NO 1,Straight Party,,Republican,REP,529,11,518
Butler County,0203 ALLEGHENY TWP - NO 1,Straight Party,,Green Party,GRN,0,0,0
Butler County,0203 ALLEGHENY TWP - NO 1,Straight Party,,Libertarian,LN,2,0,2
Butler County,0203 ALLEGHENY TWP - NO 1,U.S. Senate,,Bob Casey Jr,DEM,498,16,482
Butler County,0203 ALLEGHENY TWP - NO 1,U.S. Senate,,Lou Barletta,REP,782,21,761
Butler County,0203 ALLEGHENY TWP - NO 1,U.S. Senate,,Neal Gale,GRN,5,0,5
Butler County,0203 ALLEGHENY TWP - NO 1,U.S. Senate,,Dale R Kerns Jr,LN,12,0,12
Butler County,0203 ALLEGHENY TWP - NO 1,Governor,,Tom Wolf,DEM,549,20,529
Butler County,0203 ALLEGHENY TWP - NO 1,Governor,,Scott R Wagner,REP,745,17,728
Butler County,0203 ALLEGHENY TWP - NO 1,Governor,,Paul Glover,GRN,7,0,7
Butler County,0203 ALLEGHENY TWP - NO 1,Governor,,Ken V Krawchuk,LN,7,0,7
Butler County,0203 ALLEGHENY TWP - NO 1,U.S. House,14.0,Bibiana Boerio,DEM,457,16,441
Butler County,0203 ALLEGHENY TWP - NO 1,U.S. House,14.0,Guy Reschenthaler,REP,848,21,827
Butler County,0203 ALLEGHENY TWP - NO 1,State House,54.0,Jon McCabe,DEM,465,15,450
Butler County,0203 ALLEGHENY TWP - NO 1,State House,54.0,Bob Brooks,REP,833,22,811
Butler County,0206 ALLEGHENY TWP - NO 2,Straight Party,,Democratic,DEM,60,9,51
Butler County,0206 ALLEGHENY TWP - NO 2,Straight Party,,Republican,REP,160,5,155
Butler County,0206 ALLEGHENY TWP - NO 2,Straight Party,,Green Party,GRN,0,0,0
Butler County,0206 ALLEGHENY TWP - NO 2,Straight Party,,Libertarian,LN,2,0,2
Butler County,0206 ALLEGHENY TWP - NO 2,U.S. Senate,,Bob Casey Jr,DEM,120,9,111
Butler County,0206 ALLEGHENY TWP - NO 2,U.S. Senate,,Lou Barletta,REP,222,7,215
Butler County,0206 ALLEGHENY TWP - NO 2,U.S. Senate,,Neal Gale,GRN,2,0,2
Butler County,0206 ALLEGHENY TWP - NO 2,U.S. Senate,,Dale R Kerns Jr,LN,4,0,4
Butler County,0206 ALLEGHENY TWP - NO 2,Governor,,Tom Wolf,DEM,120,9,111
Butler County,0206 ALLEGHENY TWP - NO 2,Governor,,Scott R Wagner,REP,223,7,216
Butler County,0206 ALLEGHENY TWP - NO 2,Governor,,Paul Glover,GRN,0,0,0
Butler County,0206 ALLEGHENY TWP - NO 2,Governor,,Ken V Krawchuk,LN,4,0,4
Butler County,0206 ALLEGHENY TWP - NO 2,U.S. House,14.0,Bibiana Boerio,DEM,109,9,100
Butler County,0206 ALLEGHENY TWP - NO 2,U.S. House,14.0,Guy Reschenthaler,REP,239,7,232
Butler County,0206 ALLEGHENY TWP - NO 2,State House,54.0,Jon McCabe,DEM,114,9,105
Butler County,0206 ALLEGHENY TWP - NO 2,State House,54.0,Bob Brooks,REP,231,7,224
Butler County,0209 ALLEGHENY TWP - NO 3,Straight Party,,Democratic,DEM,204,8,196
Butler County,0209 ALLEGHENY TWP - NO 3,Straight Party,,Republican,REP,278,4,274
Butler County,0209 ALLEGHENY TWP - NO 3,Straight Party,,Green Party,GRN,0,0,0
Butler County,0209 ALLEGHENY TWP - NO 3,Straight Party,,Libertarian,LN,0,0,0
Butler County,0209 ALLEGHENY TWP - NO 3,U.S. Senate,,Bob Casey Jr,DEM,410,10,400
Butler County,0209 ALLEGHENY TWP - NO 3,U.S. Senate,,Lou Barletta,REP,440,6,434
Butler County,0209 ALLEGHENY TWP - NO 3,U.S. Senate,,Neal Gale,GRN,4,1,3
Butler County,0209 ALLEGHENY TWP - NO 3,U.S. Senate,,Dale R Kerns Jr,LN,3,0,3
Butler County,0209 ALLEGHENY TWP - NO 3,Governor,,Tom Wolf,DEM,432,10,422
Butler County,0209 ALLEGHENY TWP - NO 3,Governor,,Scott R Wagner,REP,425,6,419
Butler County,0209 ALLEGHENY TWP - NO 3,Governor,,Paul Glover,GRN,2,0,2
Butler County,0209 ALLEGHENY TWP - NO 3,Governor,,Ken V Krawchuk,LN,4,1,3
Butler County,0209 ALLEGHENY TWP - NO 3,U.S. House,14.0,Bibiana Boerio,DEM,378,10,368
Butler County,0209 ALLEGHENY TWP - NO 3,U.S. House,14.0,Guy Reschenthaler,REP,484,7,477
Butler County,0209 ALLEGHENY TWP - NO 3,State House,54.0,Jon McCabe,DEM,377,10,367
Butler County,0209 ALLEGHENY TWP - NO 3,State House,54.0,Bob Brooks,REP,482,7,475
Butler County,0212 ALLEGHENY TWP - NO 4,Straight Party,,Democratic,DEM,93,0,93
Butler County,0212 ALLEGHENY TWP - NO 4,Straight Party,,Republican,REP,205,8,197
Butler County,0212 ALLEGHENY TWP - NO 4,Straight Party,,Green Party,GRN,0,0,0
Butler County,0212 ALLEGHENY TWP - NO 4,Straight Party,,Libertarian,LN,1,0,1
Butler County,0212 ALLEGHENY TWP - NO 4,U.S. Senate,,Bob Casey Jr,DEM,194,2,192
Butler County,0212 ALLEGHENY TWP - NO 4,U.S. Senate,,Lou Barletta,REP,294,10,284
Butler County,0212 ALLEGHENY TWP - NO 4,U.S. Senate,,Neal Gale,GRN,1,0,1
Butler County,0212 ALLEGHENY TWP - NO 4,U.S. Senate,,Dale R Kerns Jr,LN,6,0,6
Butler County,0212 ALLEGHENY TWP - NO 4,Governor,,Tom Wolf,DEM,211,3,208
Butler County,0212 ALLEGHENY TWP - NO 4,Governor,,Scott R Wagner,REP,273,9,264
Butler County,0212 ALLEGHENY TWP - NO 4,Governor,,Paul Glover,GRN,2,0,2
Butler County,0212 ALLEGHENY TWP - NO 4,Governor,,Ken V Krawchuk,LN,9,0,9
Butler County,0212 ALLEGHENY TWP - NO 4,U.S. House,14.0,Bibiana Boerio,DEM,170,2,168
Butler County,0212 ALLEGHENY TWP - NO 4,U.S. House,14.0,Guy Reschenthaler,REP,322,10,312
Butler County,0212 ALLEGHENY TWP - NO 4,State House,54.0,Jon McCabe,DEM,171,1,170
Butler County,0212 ALLEGHENY TWP - NO 4,State House,54.0,Bob Brooks,REP,322,11,311
Butler County,0215 ALLEGHENY TWP - NO 5,Straight Party,,Democratic,DEM,86,8,78
Butler County,0215 ALLEGHENY TWP - NO 5,Straight Party,,Republican,REP,117,6,111
Butler County,0215 ALLEGHENY TWP - NO 5,Straight Party,,Green Party,GRN,0,0,0
Butler County,0215 ALLEGHENY TWP - NO 5,Straight Party,,Libertarian,LN,1,0,1
Butler County,0215 ALLEGHENY TWP - NO 5,U.S. Senate,,Bob Casey Jr,DEM,154,8,146
Butler County,0215 ALLEGHENY TWP - NO 5,U.S. Senate,,Lou Barletta,REP,169,7,162
Butler County,0215 ALLEGHENY TWP - NO 5,U.S. Senate,,Neal Gale,GRN,0,0,0
Butler County,0215 ALLEGHENY TWP - NO 5,U.S. Senate,,Dale R Kerns Jr,LN,3,0,3
Butler County,0215 ALLEGHENY TWP - NO 5,Governor,,Tom Wolf,DEM,158,9,149
Butler County,0215 ALLEGHENY TWP - NO 5,Governor,,Scott R Wagner,REP,164,6,158
Butler County,0215 ALLEGHENY TWP - NO 5,Governor,,Paul Glover,GRN,0,0,0
Butler County,0215 ALLEGHENY TWP - NO 5,Governor,,Ken V Krawchuk,LN,4,0,4
Butler County,0215 ALLEGHENY TWP - NO 5,U.S. House,14.0,Bibiana Boerio,DEM,139,9,130
Butler County,0215 ALLEGHENY TWP - NO 5,U.S. House,14.0,Guy Reschenthaler,REP,185,6,179
Butler County,0215 ALLEGHENY TWP - NO 5,State House,54.0,Jon McCabe,DEM,148,8,140
Butler County,0215 ALLEGHENY TWP - NO 5,State House,54.0,Bob Brooks,REP,177,7,170
Butler County,0311 ARNOLD - 1-1,Straight Party,,Democratic,DEM,73,1,72
Butler County,0311 ARNOLD - 1-1,Straight Party,,Republican,REP,24,0,24
Butler County,0311 ARNOLD - 1-1,Straight Party,,Green Party,GRN,0,0,0
Butler County,0311 ARNOLD - 1-1,Straight Party,,Libertarian,LN,0,0,0
Butler County,0311 ARNOLD - 1-1,U.S. Senate,,Bob Casey Jr,DEM,91,2,89
Butler County,0311 ARNOLD - 1-1,U.S. Senate,,Lou Barletta,REP,31,0,31
Butler County,0311 ARNOLD - 1-1,U.S. Senate,,Neal Gale,GRN,2,0,2
Butler County,0311 ARNOLD - 1-1,U.S. Senate,,Dale R Kerns Jr,LN,0,0,0
Butler County,0311 ARNOLD - 1-1,Governor,,Tom Wolf,DEM,96,2,94
Butler County,0311 ARNOLD - 1-1,Governor,,Scott R Wagner,REP,30,0,30
Butler County,0311 ARNOLD - 1-1,Governor,,Paul Glover,GRN,0,0,0
Butler County,0311 ARNOLD - 1-1,Governor,,Ken V Krawchuk,LN,0,0,0
Butler County,0311 ARNOLD - 1-1,U.S. House,14.0,Bibiana Boerio,DEM,90,1,89
Butler County,0311 ARNOLD - 1-1,U.S. House,14.0,Guy Reschenthaler,REP,35,1,34
Butler County,0311 ARNOLD - 1-1,State House,33.0,Frank Dermody,DEM,92,1,91
Butler County,0311 ARNOLD - 1-1,State House,33.0,Joshua R Nulph,REP,34,1,33
Butler County,0312 ARNOLD - 1-2,Straight Party,,Democratic,DEM,85,0,85
Butler County,0312 ARNOLD - 1-2,Straight Party,,Republican,REP,16,0,16
Butler County,0312 ARNOLD - 1-2,Straight Party,,Green Party,GRN,2,0,2
Butler County,0312 ARNOLD - 1-2,Straight Party,,Libertarian,LN,0,0,0
Butler County,0312 ARNOLD - 1-2,U.S. Senate,,Bob Casey Jr,DEM,104,0,104
Butler County,0312 ARNOLD - 1-2,U.S. Senate,,Lou Barletta,REP,20,0,20
Butler County,0312 ARNOLD - 1-2,U.S. Senate,,Neal Gale,GRN,0,0,0
Butler County,0312 ARNOLD - 1-2,U.S. Senate,,Dale R Kerns Jr,LN,3,0,3
Butler County,0312 ARNOLD - 1-2,Governor,,Tom Wolf,DEM,103,0,103
Butler County,0312 ARNOLD - 1-2,Governor,,Scott R Wagner,REP,21,0,21
Butler County,0312 ARNOLD - 1-2,Governor,,Paul Glover,GRN,0,0,0
