county,precinct,office,district,candidate,party,votes,absentee,election_day
Butler County,0030 CRANBERRY TOWNSHI,Governor,,KEN V KRAWCHUK,LIB,23,0,23
Butler County,0030 CRANBERRY TOWNSHI,U.S. House,,RON DINICOLA,DEM,350,21,329
Butler County,0030 CRANBERRY TOWNSHI,U.S. House,,MIKE KELLY,REP,336,19,317
Butler County,0030 CRANBERRY TOWNSHI,U.S. House,,EBERT G BILL BEEMAN,LIB,13,0,13
Butler County,0030 CRANBERRY TOWNSHI,U.S. House,,CONOR LAMB,DEM,300,36,264
Butler County,0030 CRANBERRY TOWNSHI,U.S. House,,KEITH ROTHFUS,REP,355,29,326
Butler County,0030 CRANBERRY TOWNSHI,State House,,"DANIEL B SMITH, JR",DEM,695,56,639
Butler County,0030 CRANBERRY TOWNSHI,State House,,DARYL METCALFE,REP,643,48,595
Butler County,0031 CRANBERRY TOWNSHI,Straight Party,,DEMOCRATIC,DEM,443,19,424
Butler County,0031 CRANBERRY TOWNSHI,Straight Party,,REPUBLICAN,REP,648,43,605
Butler County,0031 CRANBERRY TOWNSHI,Straight Party,,GREEN,GRN,1,0,1
Butler County,0031 CRANBERRY TOWNSHI,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0031 CRANBERRY TOWNSHI,Straight Party,,LIBERTARIAN,LIB,5,0,5
Butler County,0031 CRANBERRY TOWNSHI,U.S. Senate,,"BOB CASEY, JR",DEM,953,42,911
Butler County,0031 CRANBERRY TOWNSHI,U.S. Senate,,LOU BARLETTA,REP,"1,102",69,"1,033"
Butler County,0031 CRANBERRY TOWNSHI,U.S. Senate,,NEAL GALE,GRN,9,2,7
Butler County,0031 CRANBERRY TOWNSHI,U.S. Senate,,"DALE R KERNS, JR",LIB,34,1,33
Butler County,0031 CRANBERRY TOWNSHI,Governor,,TOM WOLF,DEM,"1,017",45,972
Butler County,0031 CRANBERRY TOWNSHI,Governor,,SCOTT R WAGNER,REP,"1,048",68,980
Butler County,0031 CRANBERRY TOWNSHI,Governor,,PAUL GLOVER,GRN,9,0,9
Butler County,0031 CRANBERRY TOWNSHI,Governor,,KEN V KRAWCHUK,LIB,30,0,30
Butler County,0031 CRANBERRY TOWNSHI,U.S. House,,CONOR LAMB,DEM,961,42,919
Butler County,0031 CRANBERRY TOWNSHI,U.S. House,,KEITH ROTHFUS,REP,"1,143",70,"1,073"
Butler County,0031 CRANBERRY TOWNSHI,State House,,"DANIEL B SMITH, JR",DEM,"1,009",48,961
Butler County,0031 CRANBERRY TOWNSHI,State House,,DARYL METCALFE,REP,"1,088",64,"1,024"
Butler County,0032 CRANBERRY TOWNSHI,Straight Party,,DEMOCRATIC,DEM,332,15,317
Butler County,0032 CRANBERRY TOWNSHI,Straight Party,,REPUBLICAN,REP,414,13,400
Butler County,0032 CRANBERRY TOWNSHI,Straight Party,,GREEN,GRN,1,0,1
Butler County,0032 CRANBERRY TOWNSHI,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0032 CRANBERRY TOWNSHI,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler County,0032 CRANBERRY TOWNSHI,U.S. Senate,,"BOB CASEY, JR",DEM,697,30,667
Butler County,0032 CRANBERRY TOWNSHI,U.S. Senate,,LOU BARLETTA,REP,726,20,705
Butler County,0032 CRANBERRY TOWNSHI,U.S. Senate,,NEAL GALE,GRN,11,0,11
Butler County,0032 CRANBERRY TOWNSHI,U.S. Senate,,"DALE R KERNS, JR",LIB,28,1,27
Butler County,0032 CRANBERRY TOWNSHI,Governor,,TOM WOLF,DEM,732,30,702
Butler County,0032 CRANBERRY TOWNSHI,Governor,,SCOTT R WAGNER,REP,711,20,690
Butler County,0032 CRANBERRY TOWNSHI,Governor,,PAUL GLOVER,GRN,7,0,7
Butler County,0032 CRANBERRY TOWNSHI,Governor,,KEN V KRAWCHUK,LIB,21,1,20
Butler County,0032 CRANBERRY TOWNSHI,U.S. House,,CONOR LAMB,DEM,700,29,671
Butler County,0032 CRANBERRY TOWNSHI,U.S. House,,KEITH ROTHFUS,REP,766,22,743
Butler County,0032 CRANBERRY TOWNSHI,State House,,"DANIEL B SMITH, JR",DEM,712,28,684
Butler County,0032 CRANBERRY TOWNSHI,State House,,DARYL METCALFE,REP,741,20,720
Butler County,0033 CRANBERRY TOWNSHI,Straight Party,,DEMOCRATIC,DEM,289,19,270
Butler County,0033 CRANBERRY TOWNSHI,Straight Party,,REPUBLICAN,REP,343,14,329
Butler County,0033 CRANBERRY TOWNSHI,Straight Party,,GREEN,GRN,2,0,2
Butler County,0033 CRANBERRY TOWNSHI,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0033 CRANBERRY TOWNSHI,Straight Party,,LIBERTARIAN,LIB,3,0,3
Butler County,0033 CRANBERRY TOWNSHI,U.S. Senate,,"BOB CASEY, JR",DEM,595,24,571
Butler County,0033 CRANBERRY TOWNSHI,U.S. Senate,,LOU BARLETTA,REP,587,16,571
Butler County,0033 CRANBERRY TOWNSHI,U.S. Senate,,NEAL GALE,GRN,11,1,10
Butler County,0033 CRANBERRY TOWNSHI,U.S. Senate,,"DALE R KERNS, JR",LIB,19,0,19
Butler County,0033 CRANBERRY TOWNSHI,Governor,,TOM WOLF,DEM,616,23,593
Butler County,0033 CRANBERRY TOWNSHI,Governor,,SCOTT R WAGNER,REP,571,17,554
Butler County,0033 CRANBERRY TOWNSHI,Governor,,PAUL GLOVER,GRN,12,1,11
Butler County,0033 CRANBERRY TOWNSHI,Governor,,KEN V KRAWCHUK,LIB,15,1,14
Butler County,0033 CRANBERRY TOWNSHI,U.S. House,,CONOR LAMB,DEM,581,23,558
Butler County,0033 CRANBERRY TOWNSHI,U.S. House,,KEITH ROTHFUS,REP,635,19,616
Butler County,0033 CRANBERRY TOWNSHI,State House,,"DANIEL B SMITH, JR",DEM,584,26,558
Butler County,0033 CRANBERRY TOWNSHI,State House,,DARYL METCALFE,REP,625,15,610
Butler County,0034 CRANBERRY TOWNSHI,Straight Party,,DEMOCRATIC,DEM,328,10,318
Butler County,0034 CRANBERRY TOWNSHI,Straight Party,,REPUBLICAN,REP,406,11,394
Butler County,0034 CRANBERRY TOWNSHI,Straight Party,,GREEN,GRN,1,0,1
Butler County,0034 CRANBERRY TOWNSHI,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0034 CRANBERRY TOWNSHI,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler County,0034 CRANBERRY TOWNSHI,U.S. Senate,,"BOB CASEY, JR",DEM,747,19,727
Butler County,0034 CRANBERRY TOWNSHI,U.S. Senate,,LOU BARLETTA,REP,741,29,711
Butler County,0034 CRANBERRY TOWNSHI,U.S. Senate,,NEAL GALE,GRN,6,0,6
Butler County,0034 CRANBERRY TOWNSHI,U.S. Senate,,"DALE R KERNS, JR",LIB,27,0,26
Butler County,0034 CRANBERRY TOWNSHI,Governor,,TOM WOLF,DEM,771,22,748
Butler County,0034 CRANBERRY TOWNSHI,Governor,,SCOTT R WAGNER,REP,720,25,693
Butler County,0034 CRANBERRY TOWNSHI,Governor,,PAUL GLOVER,GRN,7,0,7
Butler County,0034 CRANBERRY TOWNSHI,Governor,,KEN V KRAWCHUK,LIB,27,1,26
Butler County,0034 CRANBERRY TOWNSHI,U.S. House,,CONOR LAMB,DEM,724,21,701
Butler County,0034 CRANBERRY TOWNSHI,U.S. House,,KEITH ROTHFUS,REP,802,27,774
Butler County,0034 CRANBERRY TOWNSHI,State House,,"DANIEL B SMITH, JR",DEM,756,26,728
Butler County,0034 CRANBERRY TOWNSHI,State House,,DARYL METCALFE,REP,754,22,731
Butler County,0035 DONEGAL TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,89,7,82
Butler County,0035 DONEGAL TOWNSHIP,Straight Party,,REPUBLICAN,REP,267,10,256
Butler County,0035 DONEGAL TOWNSHIP,Straight Party,,GREEN,GRN,1,0,1
Butler County,0035 DONEGAL TOWNSHIP,Straight Party,,INDEPENDENT,IND,7,0,7
Butler County,0035 DONEGAL TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler County,0035 DONEGAL TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,221,13,207
Butler County,0035 DONEGAL TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,478,15,462
Butler County,0035 DONEGAL TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,5,0,5
Butler County,0035 DONEGAL TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,10,0,10
Butler County,0035 DONEGAL TOWNSHIP,Governor,,TOM WOLF,DEM,238,13,224
Butler County,0035 DONEGAL TOWNSHIP,Governor,,SCOTT R WAGNER,REP,463,13,449
Butler County,0035 DONEGAL TOWNSHIP,Governor,,PAUL GLOVER,GRN,6,0,6
Butler County,0035 DONEGAL TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,8,1,7
Butler County,0035 DONEGAL TOWNSHIP,U.S. House,,SUSAN BOSER,DEM,203,10,192
Butler County,0035 DONEGAL TOWNSHIP,U.S. House,,GLENN GT THOMPSON,REP,508,18,489
Butler County,0035 DONEGAL TOWNSHIP,State House,,BRIAN ELLIS,REP,547,17,529
Butler County,0035 DONEGAL TOWNSHIP,State House,,SAMUEL DOCTOR,IND,107,2,104
Butler County,0036 FAIRVIEW TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,73,2,71
Butler County,0036 FAIRVIEW TOWNSHIP,Straight Party,,REPUBLICAN,REP,344,13,331
Butler County,0036 FAIRVIEW TOWNSHIP,Straight Party,,GREEN,GRN,0,0,0
Butler County,0036 FAIRVIEW TOWNSHIP,Straight Party,,INDEPENDENT,IND,4,0,4
Butler County,0036 FAIRVIEW TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler County,0036 FAIRVIEW TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,236,5,231
Butler County,0036 FAIRVIEW TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,535,16,519
Butler County,0036 FAIRVIEW TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,4,1,3
Butler County,0036 FAIRVIEW TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,11,1,10
Butler County,0036 FAIRVIEW TOWNSHIP,Governor,,TOM WOLF,DEM,248,6,242
Butler County,0036 FAIRVIEW TOWNSHIP,Governor,,SCOTT R WAGNER,REP,524,15,509
Butler County,0036 FAIRVIEW TOWNSHIP,Governor,,PAUL GLOVER,GRN,4,1,3
Butler County,0036 FAIRVIEW TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,11,1,10
Butler County,0036 FAIRVIEW TOWNSHIP,U.S. House,,SUSAN BOSER,DEM,207,5,202
Butler County,0036 FAIRVIEW TOWNSHIP,U.S. House,,GLENN GT THOMPSON,REP,580,18,562
Butler County,0036 FAIRVIEW TOWNSHIP,State House,,BRIAN ELLIS,REP,630,18,612
Butler County,0036 FAIRVIEW TOWNSHIP,State House,,SAMUEL DOCTOR,IND,117,5,112
Butler County,0037 FORWARD TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,194,10,184
Butler County,0037 FORWARD TOWNSHIP,Straight Party,,REPUBLICAN,REP,469,18,451
Butler County,0037 FORWARD TOWNSHIP,Straight Party,,GREEN,GRN,0,0,0
Butler County,0037 FORWARD TOWNSHIP,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0037 FORWARD TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,5,0,5
Butler County,0037 FORWARD TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,425,18,407
Butler County,0037 FORWARD TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,796,33,763
Butler County,0037 FORWARD TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,10,1,9
Butler County,0037 FORWARD TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,23,0,23
Butler County,0037 FORWARD TOWNSHIP,Governor,,TOM WOLF,DEM,452,15,437
Butler County,0037 FORWARD TOWNSHIP,Governor,,SCOTT R WAGNER,REP,777,32,745
Butler County,0037 FORWARD TOWNSHIP,Governor,,PAUL GLOVER,GRN,7,1,6
Butler County,0037 FORWARD TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,17,1,16
Butler County,0037 FORWARD TOWNSHIP,U.S. House,,RON DINICOLA,DEM,394,19,375
Butler County,0037 FORWARD TOWNSHIP,U.S. House,,MIKE KELLY,REP,841,33,808
Butler County,0037 FORWARD TOWNSHIP,U.S. House,,EBERT G BILL BEEMAN,LIB,20,0,20
Butler County,0037 FORWARD TOWNSHIP,State House,,"DANIEL B SMITH, JR",DEM,427,18,409
Butler County,0037 FORWARD TOWNSHIP,State House,,DARYL METCALFE,REP,820,31,789
Butler County,0038 FRANKLIN TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,167,7,160
Butler County,0038 FRANKLIN TOWNSHIP,Straight Party,,REPUBLICAN,REP,494,15,476
Butler County,0038 FRANKLIN TOWNSHIP,Straight Party,,GREEN,GRN,1,0,1
Butler County,0038 FRANKLIN TOWNSHIP,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0038 FRANKLIN TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,2,0,2
Butler County,0038 FRANKLIN TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,434,18,416
Butler County,0038 FRANKLIN TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,812,18,790
Butler County,0038 FRANKLIN TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,7,0,7
Butler County,0038 FRANKLIN TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,21,0,21
Butler County,0038 FRANKLIN TOWNSHIP,Governor,,TOM WOLF,DEM,467,17,450
Butler County,0038 FRANKLIN TOWNSHIP,Governor,,SCOTT R WAGNER,REP,782,19,759
Butler County,0038 FRANKLIN TOWNSHIP,Governor,,PAUL GLOVER,GRN,8,0,8
Butler County,0038 FRANKLIN TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,17,0,17
Butler County,0038 FRANKLIN TOWNSHIP,U.S. House,,RON DINICOLA,DEM,406,17,389
Butler County,0038 FRANKLIN TOWNSHIP,U.S. House,,MIKE KELLY,REP,848,19,825
Butler County,0038 FRANKLIN TOWNSHIP,U.S. House,,EBERT G BILL BEEMAN,LIB,20,0,20
Butler County,0038 FRANKLIN TOWNSHIP,State House,,LISA BOEVING-LEARNED,DEM,371,16,355
Butler County,0038 FRANKLIN TOWNSHIP,State House,,TEDD NESBIT,REP,900,20,877
Butler County,0039 JACKSON TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,335,21,314
Butler County,0039 JACKSON TOWNSHIP,Straight Party,,REPUBLICAN,REP,713,25,687
Butler County,0039 JACKSON TOWNSHIP,Straight Party,,GREEN,GRN,2,0,2
Butler County,0039 JACKSON TOWNSHIP,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0039 JACKSON TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,2,0,2
Butler County,0039 JACKSON TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,699,33,666
Butler County,0039 JACKSON TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,"1,120",43,"1,076"
Butler County,0039 JACKSON TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,13,0,13
Butler County,0039 JACKSON TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,19,1,18
Butler County,0039 JACKSON TOWNSHIP,Governor,,TOM WOLF,DEM,755,37,718
Butler County,0039 JACKSON TOWNSHIP,Governor,,SCOTT R WAGNER,REP,"1,078",39,"1,038"
Butler County,0039 JACKSON TOWNSHIP,Governor,,PAUL GLOVER,GRN,12,0,12
Butler County,0039 JACKSON TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,16,0,16
Butler County,0039 JACKSON TOWNSHIP,U.S. House,,RON DINICOLA,DEM,643,32,611
Butler County,0039 JACKSON TOWNSHIP,U.S. House,,MIKE KELLY,REP,"1,200",44,"1,155"
Butler County,0039 JACKSON TOWNSHIP,U.S. House,,EBERT G BILL BEEMAN,LIB,15,1,14
Butler County,0039 JACKSON TOWNSHIP,State House,,AMY FAZIO,DEM,657,33,624
Butler County,0039 JACKSON TOWNSHIP,State House,,JIM MARSHALL,REP,"1,197",40,"1,156"
Butler County,0040 JEFFERSON TOWNSHI,Straight Party,,DEMOCRATIC,DEM,130,16,113
Butler County,0040 JEFFERSON TOWNSHI,Straight Party,,REPUBLICAN,REP,483,21,462
Butler County,0040 JEFFERSON TOWNSHI,Straight Party,,GREEN,GRN,0,0,0
Butler County,0040 JEFFERSON TOWNSHI,Straight Party,,INDEPENDENT,IND,5,0,5
Butler County,0040 JEFFERSON TOWNSHI,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler County,0040 JEFFERSON TOWNSHI,U.S. Senate,,"BOB CASEY, JR",DEM,323,22,300
Butler County,0040 JEFFERSON TOWNSHI,U.S. Senate,,LOU BARLETTA,REP,776,30,746
Butler County,0040 JEFFERSON TOWNSHI,U.S. Senate,,NEAL GALE,GRN,7,1,6
Butler County,0040 JEFFERSON TOWNSHI,U.S. Senate,,"DALE R KERNS, JR",LIB,12,0,12
Butler County,0040 JEFFERSON TOWNSHI,Governor,,TOM WOLF,DEM,348,22,325
Butler County,0040 JEFFERSON TOWNSHI,Governor,,SCOTT R WAGNER,REP,748,31,717
Butler County,0040 JEFFERSON TOWNSHI,Governor,,PAUL GLOVER,GRN,5,0,5
Butler County,0040 JEFFERSON TOWNSHI,Governor,,KEN V KRAWCHUK,LIB,19,0,19
Butler County,0040 JEFFERSON TOWNSHI,U.S. House,,SUSAN BOSER,DEM,288,19,268
Butler County,0040 JEFFERSON TOWNSHI,U.S. House,,GLENN GT THOMPSON,REP,809,31,778
Butler County,0040 JEFFERSON TOWNSHI,U.S. House,,RON DINICOLA,DEM,1,0,1
Butler County,0040 JEFFERSON TOWNSHI,U.S. House,,MIKE KELLY,REP,11,1,10
Butler County,0040 JEFFERSON TOWNSHI,U.S. House,,EBERT G BILL BEEMAN,LIB,0,0,0
Butler County,0040 JEFFERSON TOWNSHI,State House,,BRIAN ELLIS,REP,864,33,831
Butler County,0040 JEFFERSON TOWNSHI,State House,,SAMUEL DOCTOR,IND,172,4,167
Butler County,0041 JEFFERSON TOWNSHI,Straight Party,,DEMOCRATIC,DEM,120,2,118
Butler County,0041 JEFFERSON TOWNSHI,Straight Party,,REPUBLICAN,REP,400,14,386
Butler County,0041 JEFFERSON TOWNSHI,Straight Party,,GREEN,GRN,0,0,0
Butler County,0041 JEFFERSON TOWNSHI,Straight Party,,INDEPENDENT,IND,7,0,7
Butler County,0041 JEFFERSON TOWNSHI,Straight Party,,LIBERTARIAN,LIB,2,0,2
Butler County,0041 JEFFERSON TOWNSHI,U.S. Senate,,"BOB CASEY, JR",DEM,332,6,326
Butler County,0041 JEFFERSON TOWNSHI,U.S. Senate,,LOU BARLETTA,REP,688,19,668
Butler County,0041 JEFFERSON TOWNSHI,U.S. Senate,,NEAL GALE,GRN,7,0,7
Butler County,0041 JEFFERSON TOWNSHI,U.S. Senate,,"DALE R KERNS, JR",LIB,17,1,16
Butler County,0041 JEFFERSON TOWNSHI,Governor,,TOM WOLF,DEM,361,6,355
Butler County,0041 JEFFERSON TOWNSHI,Governor,,SCOTT R WAGNER,REP,665,19,645
Butler County,0041 JEFFERSON TOWNSHI,Governor,,PAUL GLOVER,GRN,7,0,7
Butler County,0041 JEFFERSON TOWNSHI,Governor,,KEN V KRAWCHUK,LIB,15,1,14
Butler County,0041 JEFFERSON TOWNSHI,U.S. House,,SUSAN BOSER,DEM,139,3,136
Butler County,0041 JEFFERSON TOWNSHI,U.S. House,,GLENN GT THOMPSON,REP,389,12,377
Butler County,0041 JEFFERSON TOWNSHI,U.S. House,,RON DINICOLA,DEM,150,4,146
Butler County,0041 JEFFERSON TOWNSHI,U.S. House,,MIKE KELLY,REP,360,6,353
Butler County,0041 JEFFERSON TOWNSHI,U.S. House,,EBERT G BILL BEEMAN,LIB,10,1,9
Butler County,0041 JEFFERSON TOWNSHI,State House,,BRIAN ELLIS,REP,801,19,782
Butler County,0041 JEFFERSON TOWNSHI,State House,,SAMUEL DOCTOR,IND,184,5,178
Butler County,0042 LANCASTER TOWNSHI,Straight Party,,DEMOCRATIC,DEM,181,16,165
Butler County,0042 LANCASTER TOWNSHI,Straight Party,,REPUBLICAN,REP,534,36,498
Butler County,0042 LANCASTER TOWNSHI,Straight Party,,GREEN,GRN,1,0,1
Butler County,0042 LANCASTER TOWNSHI,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0042 LANCASTER TOWNSHI,Straight Party,,LIBERTARIAN,LIB,2,0,2
Butler County,0042 LANCASTER TOWNSHI,U.S. Senate,,"BOB CASEY, JR",DEM,441,21,420
Butler County,0042 LANCASTER TOWNSHI,U.S. Senate,,LOU BARLETTA,REP,886,51,835
Butler County,0042 LANCASTER TOWNSHI,U.S. Senate,,NEAL GALE,GRN,4,0,4
Butler County,0042 LANCASTER TOWNSHI,U.S. Senate,,"DALE R KERNS, JR",LIB,14,1,13
Butler County,0042 LANCASTER TOWNSHI,Governor,,TOM WOLF,DEM,471,24,447
Butler County,0042 LANCASTER TOWNSHI,Governor,,SCOTT R WAGNER,REP,851,45,806
Butler County,0042 LANCASTER TOWNSHI,Governor,,PAUL GLOVER,GRN,6,0,6
Butler County,0042 LANCASTER TOWNSHI,Governor,,KEN V KRAWCHUK,LIB,15,2,13
Butler County,0042 LANCASTER TOWNSHI,U.S. House,,RON DINICOLA,DEM,410,23,387
Butler County,0042 LANCASTER TOWNSHI,U.S. House,,MIKE KELLY,REP,931,49,882
Butler County,0042 LANCASTER TOWNSHI,U.S. House,,EBERT G BILL BEEMAN,LIB,8,1,7
Butler County,0042 LANCASTER TOWNSHI,State House,,AMY FAZIO,DEM,431,22,409
Butler County,0042 LANCASTER TOWNSHI,State House,,JIM MARSHALL,REP,912,46,866
Butler County,0043 MARION TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,64,0,64
Butler County,0043 MARION TOWNSHIP,Straight Party,,REPUBLICAN,REP,180,4,176
Butler County,0043 MARION TOWNSHIP,Straight Party,,GREEN,GRN,0,0,0
Butler County,0043 MARION TOWNSHIP,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0043 MARION TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler County,0043 MARION TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,147,3,144
Butler County,0043 MARION TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,282,9,273
Butler County,0043 MARION TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,2,0,2
Butler County,0043 MARION TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,0,0,0
Butler County,0043 MARION TOWNSHIP,Governor,,TOM WOLF,DEM,151,5,146
Butler County,0043 MARION TOWNSHIP,Governor,,SCOTT R WAGNER,REP,278,7,271
Butler County,0043 MARION TOWNSHIP,Governor,,PAUL GLOVER,GRN,2,0,2
Butler County,0043 MARION TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,3,0,3
Butler County,0043 MARION TOWNSHIP,U.S. House,,RON DINICOLA,DEM,153,4,149
Butler County,0043 MARION TOWNSHIP,U.S. House,,MIKE KELLY,REP,278,8,270
Butler County,0043 MARION TOWNSHIP,U.S. House,,EBERT G BILL BEEMAN,LIB,3,0,3
Butler County,0043 MARION TOWNSHIP,State House,,LISA BOEVING-LEARNED,DEM,125,2,123
Butler County,0043 MARION TOWNSHIP,State House,,TEDD NESBIT,REP,308,10,298
Butler County,0044 MERCER TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,46,2,44
Butler County,0044 MERCER TOWNSHIP,Straight Party,,REPUBLICAN,REP,210,5,205
Butler County,0044 MERCER TOWNSHIP,Straight Party,,GREEN,GRN,2,0,2
Butler County,0044 MERCER TOWNSHIP,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0044 MERCER TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,2,0,2
Butler County,0044 MERCER TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,118,5,113
Butler County,0044 MERCER TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,297,6,291
Butler County,0044 MERCER TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,5,0,5
Butler County,0044 MERCER TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,14,1,13
Butler County,0044 MERCER TOWNSHIP,Governor,,TOM WOLF,DEM,123,6,117
Butler County,0044 MERCER TOWNSHIP,Governor,,SCOTT R WAGNER,REP,294,5,289
Butler County,0044 MERCER TOWNSHIP,Governor,,PAUL GLOVER,GRN,7,0,7
Butler County,0044 MERCER TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,12,1,11
Butler County,0044 MERCER TOWNSHIP,U.S. House,,RON DINICOLA,DEM,112,6,106
Butler County,0044 MERCER TOWNSHIP,U.S. House,,MIKE KELLY,REP,313,6,307
Butler County,0044 MERCER TOWNSHIP,U.S. House,,EBERT G BILL BEEMAN,LIB,10,0,10
Butler County,0044 MERCER TOWNSHIP,State House,,LISA BOEVING-LEARNED,DEM,104,5,99
Butler County,0044 MERCER TOWNSHIP,State House,,TEDD NESBIT,REP,330,7,323
Butler County,0045 MIDDLESEX TOWNSHI,Straight Party,,DEMOCRATIC,DEM,198,10,188
Butler County,0045 MIDDLESEX TOWNSHI,Straight Party,,REPUBLICAN,REP,485,26,459
Butler County,0045 MIDDLESEX TOWNSHI,Straight Party,,GREEN,GRN,0,0,0
Butler County,0045 MIDDLESEX TOWNSHI,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0045 MIDDLESEX TOWNSHI,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler County,0045 MIDDLESEX TOWNSHI,U.S. Senate,,"BOB CASEY, JR",DEM,455,22,433
Butler County,0045 MIDDLESEX TOWNSHI,U.S. Senate,,LOU BARLETTA,REP,842,42,800
Butler County,0045 MIDDLESEX TOWNSHI,U.S. Senate,,NEAL GALE,GRN,11,0,11
Butler County,0045 MIDDLESEX TOWNSHI,U.S. Senate,,"DALE R KERNS, JR",LIB,19,0,19
Butler County,0045 MIDDLESEX TOWNSHI,Governor,,TOM WOLF,DEM,495,26,469
Butler County,0045 MIDDLESEX TOWNSHI,Governor,,SCOTT R WAGNER,REP,812,36,776
Butler County,0045 MIDDLESEX TOWNSHI,Governor,,PAUL GLOVER,GRN,9,1,8
Butler County,0045 MIDDLESEX TOWNSHI,Governor,,KEN V KRAWCHUK,LIB,15,0,15
Butler County,0045 MIDDLESEX TOWNSHI,U.S. House,,RON DINICOLA,DEM,410,22,388
Butler County,0045 MIDDLESEX TOWNSHI,U.S. House,,MIKE KELLY,REP,898,41,857
Butler County,0045 MIDDLESEX TOWNSHI,U.S. House,,EBERT G BILL BEEMAN,LIB,15,0,15
Butler County,0045 MIDDLESEX TOWNSHI,State House,,"DANIEL B SMITH, JR",DEM,464,24,440
Butler County,0045 MIDDLESEX TOWNSHI,State House,,DARYL METCALFE,REP,851,38,813
Butler County,0046 MIDDLESEX TOWNSHI,Straight Party,,DEMOCRATIC,DEM,262,10,252
Butler County,0046 MIDDLESEX TOWNSHI,Straight Party,,REPUBLICAN,REP,526,17,509
Butler County,0046 MIDDLESEX TOWNSHI,Straight Party,,GREEN,GRN,1,0,1
Butler County,0046 MIDDLESEX TOWNSHI,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0046 MIDDLESEX TOWNSHI,Straight Party,,LIBERTARIAN,LIB,0,0,0
