county,precinct,office,district,candidate,party,votes,absentee,election_day
Butler County,0046 MIDDLESEX TOWNSHI,U.S. Senate,,"BOB CASEY, JR",DEM,558,20,538
Butler County,0046 MIDDLESEX TOWNSHI,U.S. Senate,,LOU BARLETTA,REP,905,27,878
Butler County,0046 MIDDLESEX TOWNSHI,U.S. Senate,,NEAL GALE,GRN,10,0,10
Butler County,0046 MIDDLESEX TOWNSHI,U.S. Senate,,"DALE R KERNS, JR",LIB,17,0,17
Butler County,0046 MIDDLESEX TOWNSHI,Governor,,TOM WOLF,DEM,632,18,614
Butler County,0046 MIDDLESEX TOWNSHI,Governor,,SCOTT R WAGNER,REP,836,27,809
Butler County,0046 MIDDLESEX TOWNSHI,Governor,,PAUL GLOVER,GRN,7,1,6
Butler County,0046 MIDDLESEX TOWNSHI,Governor,,KEN V KRAWCHUK,LIB,15,1,14
Butler County,0046 MIDDLESEX TOWNSHI,U.S. House,,RON DINICOLA,DEM,538,20,518
Butler County,0046 MIDDLESEX TOWNSHI,U.S. House,,MIKE KELLY,REP,935,27,908
Butler County,0046 MIDDLESEX TOWNSHI,U.S. House,,EBERT G BILL BEEMAN,LIB,16,0,16
Butler County,0046 MIDDLESEX TOWNSHI,State House,,"DANIEL B SMITH, JR",DEM,577,16,561
Butler County,0046 MIDDLESEX TOWNSHI,State House,,DARYL METCALFE,REP,913,29,884
Butler County,0047 MUDDYCREEK TOWNSH,Straight Party,,DEMOCRATIC,DEM,99,2,97
Butler County,0047 MUDDYCREEK TOWNSH,Straight Party,,REPUBLICAN,REP,453,11,442
Butler County,0047 MUDDYCREEK TOWNSH,Straight Party,,GREEN,GRN,0,0,0
Butler County,0047 MUDDYCREEK TOWNSH,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0047 MUDDYCREEK TOWNSH,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler County,0047 MUDDYCREEK TOWNSH,U.S. Senate,,"BOB CASEY, JR",DEM,243,10,233
Butler County,0047 MUDDYCREEK TOWNSH,U.S. Senate,,LOU BARLETTA,REP,665,14,651
Butler County,0047 MUDDYCREEK TOWNSH,U.S. Senate,,NEAL GALE,GRN,4,1,3
Butler County,0047 MUDDYCREEK TOWNSH,U.S. Senate,,"DALE R KERNS, JR",LIB,11,0,11
Butler County,0047 MUDDYCREEK TOWNSH,Governor,,TOM WOLF,DEM,264,11,253
Butler County,0047 MUDDYCREEK TOWNSH,Governor,,SCOTT R WAGNER,REP,648,14,634
Butler County,0047 MUDDYCREEK TOWNSH,Governor,,PAUL GLOVER,GRN,7,0,7
Butler County,0047 MUDDYCREEK TOWNSH,Governor,,KEN V KRAWCHUK,LIB,8,0,8
Butler County,0047 MUDDYCREEK TOWNSH,U.S. House,,RON DINICOLA,DEM,214,6,208
Butler County,0047 MUDDYCREEK TOWNSH,U.S. House,,MIKE KELLY,REP,701,17,684
Butler County,0047 MUDDYCREEK TOWNSH,U.S. House,,EBERT G BILL BEEMAN,LIB,12,2,10
Butler County,0047 MUDDYCREEK TOWNSH,State House,,LISA BOEVING-LEARNED,DEM,202,8,194
Butler County,0047 MUDDYCREEK TOWNSH,State House,,TEDD NESBIT,REP,718,16,702
Butler County,0048 OAKLAND TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,106,3,103
Butler County,0048 OAKLAND TOWNSHIP,Straight Party,,REPUBLICAN,REP,449,11,437
Butler County,0048 OAKLAND TOWNSHIP,Straight Party,,GREEN,GRN,0,0,0
Butler County,0048 OAKLAND TOWNSHIP,Straight Party,,INDEPENDENT,IND,7,0,7
Butler County,0048 OAKLAND TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler County,0048 OAKLAND TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,379,11,368
Butler County,0048 OAKLAND TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,743,18,724
Butler County,0048 OAKLAND TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,9,0,9
Butler County,0048 OAKLAND TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,16,0,16
Butler County,0048 OAKLAND TOWNSHIP,Governor,,TOM WOLF,DEM,388,8,380
Butler County,0048 OAKLAND TOWNSHIP,Governor,,SCOTT R WAGNER,REP,733,21,711
Butler County,0048 OAKLAND TOWNSHIP,Governor,,PAUL GLOVER,GRN,17,0,17
Butler County,0048 OAKLAND TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,11,0,11
Butler County,0048 OAKLAND TOWNSHIP,U.S. House,,SUSAN BOSER,DEM,314,11,303
Butler County,0048 OAKLAND TOWNSHIP,U.S. House,,GLENN GT THOMPSON,REP,831,18,812
Butler County,0048 OAKLAND TOWNSHIP,State House,,BRIAN ELLIS,REP,859,23,835
Butler County,0048 OAKLAND TOWNSHIP,State House,,SAMUEL DOCTOR,IND,240,4,236
Butler County,0049 PARKER TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,22,1,21
Butler County,0049 PARKER TOWNSHIP,Straight Party,,REPUBLICAN,REP,117,2,115
Butler County,0049 PARKER TOWNSHIP,Straight Party,,GREEN,GRN,0,0,0
Butler County,0049 PARKER TOWNSHIP,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0049 PARKER TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler County,0049 PARKER TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,63,6,57
Butler County,0049 PARKER TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,160,3,157
Butler County,0049 PARKER TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,0,0,0
Butler County,0049 PARKER TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,2,0,2
Butler County,0049 PARKER TOWNSHIP,Governor,,TOM WOLF,DEM,62,6,56
Butler County,0049 PARKER TOWNSHIP,Governor,,SCOTT R WAGNER,REP,160,3,157
Butler County,0049 PARKER TOWNSHIP,Governor,,PAUL GLOVER,GRN,1,0,1
Butler County,0049 PARKER TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,2,0,2
Butler County,0049 PARKER TOWNSHIP,U.S. House,,SUSAN BOSER,DEM,49,3,46
Butler County,0049 PARKER TOWNSHIP,U.S. House,,GLENN GT THOMPSON,REP,176,6,170
Butler County,0049 PARKER TOWNSHIP,State House,,JOHN KLUCK,DEM,46,2,44
Butler County,0049 PARKER TOWNSHIP,State House,,R. LEE JAMES,REP,178,7,171
Butler County,0050 PENN TOWNSHIP EAS,Straight Party,,DEMOCRATIC,DEM,158,13,145
Butler County,0050 PENN TOWNSHIP EAS,Straight Party,,REPUBLICAN,REP,509,26,483
Butler County,0050 PENN TOWNSHIP EAS,Straight Party,,GREEN,GRN,2,0,2
Butler County,0050 PENN TOWNSHIP EAS,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0050 PENN TOWNSHIP EAS,Straight Party,,LIBERTARIAN,LIB,3,0,3
Butler County,0050 PENN TOWNSHIP EAS,U.S. Senate,,"BOB CASEY, JR",DEM,390,22,368
Butler County,0050 PENN TOWNSHIP EAS,U.S. Senate,,LOU BARLETTA,REP,856,41,815
Butler County,0050 PENN TOWNSHIP EAS,U.S. Senate,,NEAL GALE,GRN,7,0,7
Butler County,0050 PENN TOWNSHIP EAS,U.S. Senate,,"DALE R KERNS, JR",LIB,15,0,15
Butler County,0050 PENN TOWNSHIP EAS,Governor,,TOM WOLF,DEM,416,22,394
Butler County,0050 PENN TOWNSHIP EAS,Governor,,SCOTT R WAGNER,REP,838,41,797
Butler County,0050 PENN TOWNSHIP EAS,Governor,,PAUL GLOVER,GRN,9,0,9
Butler County,0050 PENN TOWNSHIP EAS,Governor,,KEN V KRAWCHUK,LIB,11,0,11
Butler County,0050 PENN TOWNSHIP EAS,U.S. House,,RON DINICOLA,DEM,350,21,329
Butler County,0050 PENN TOWNSHIP EAS,U.S. House,,MIKE KELLY,REP,907,42,865
Butler County,0050 PENN TOWNSHIP EAS,U.S. House,,EBERT G BILL BEEMAN,LIB,14,0,14
Butler County,0050 PENN TOWNSHIP EAS,State House,,"DANIEL B SMITH, JR",DEM,377,26,351
Butler County,0050 PENN TOWNSHIP EAS,State House,,DARYL METCALFE,REP,886,36,850
Butler County,0051 PENN TOWNSHIP WES,Straight Party,,DEMOCRATIC,DEM,173,7,166
Butler County,0051 PENN TOWNSHIP WES,Straight Party,,REPUBLICAN,REP,511,43,467
Butler County,0051 PENN TOWNSHIP WES,Straight Party,,GREEN,GRN,0,0,0
Butler County,0051 PENN TOWNSHIP WES,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0051 PENN TOWNSHIP WES,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler County,0051 PENN TOWNSHIP WES,U.S. Senate,,"BOB CASEY, JR",DEM,404,17,387
Butler County,0051 PENN TOWNSHIP WES,U.S. Senate,,LOU BARLETTA,REP,831,54,776
Butler County,0051 PENN TOWNSHIP WES,U.S. Senate,,NEAL GALE,GRN,8,0,8
Butler County,0051 PENN TOWNSHIP WES,U.S. Senate,,"DALE R KERNS, JR",LIB,13,1,12
Butler County,0051 PENN TOWNSHIP WES,Governor,,TOM WOLF,DEM,421,18,403
Butler County,0051 PENN TOWNSHIP WES,Governor,,SCOTT R WAGNER,REP,815,54,760
Butler County,0051 PENN TOWNSHIP WES,Governor,,PAUL GLOVER,GRN,6,0,6
Butler County,0051 PENN TOWNSHIP WES,Governor,,KEN V KRAWCHUK,LIB,13,0,13
Butler County,0051 PENN TOWNSHIP WES,U.S. House,,RON DINICOLA,DEM,348,14,334
Butler County,0051 PENN TOWNSHIP WES,U.S. House,,MIKE KELLY,REP,892,57,834
Butler County,0051 PENN TOWNSHIP WES,U.S. House,,EBERT G BILL BEEMAN,LIB,18,1,17
Butler County,0051 PENN TOWNSHIP WES,State House,,"DANIEL B SMITH, JR",DEM,397,15,382
Butler County,0051 PENN TOWNSHIP WES,State House,,DARYL METCALFE,REP,852,54,797
Butler County,0052 SLIPPERY ROCK TOW,Straight Party,,DEMOCRATIC,DEM,346,13,333
Butler County,0052 SLIPPERY ROCK TOW,Straight Party,,REPUBLICAN,REP,538,14,524
Butler County,0052 SLIPPERY ROCK TOW,Straight Party,,GREEN,GRN,7,0,7
Butler County,0052 SLIPPERY ROCK TOW,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0052 SLIPPERY ROCK TOW,Straight Party,,LIBERTARIAN,LIB,6,0,6
Butler County,0052 SLIPPERY ROCK TOW,U.S. Senate,,"BOB CASEY, JR",DEM,809,19,790
Butler County,0052 SLIPPERY ROCK TOW,U.S. Senate,,LOU BARLETTA,REP,850,24,825
Butler County,0052 SLIPPERY ROCK TOW,U.S. Senate,,NEAL GALE,GRN,31,1,30
Butler County,0052 SLIPPERY ROCK TOW,U.S. Senate,,"DALE R KERNS, JR",LIB,24,0,24
Butler County,0052 SLIPPERY ROCK TOW,Governor,,TOM WOLF,DEM,870,20,850
Butler County,0052 SLIPPERY ROCK TOW,Governor,,SCOTT R WAGNER,REP,803,23,779
Butler County,0052 SLIPPERY ROCK TOW,Governor,,PAUL GLOVER,GRN,25,0,25
Butler County,0052 SLIPPERY ROCK TOW,Governor,,KEN V KRAWCHUK,LIB,21,0,21
Butler County,0052 SLIPPERY ROCK TOW,U.S. House,,RON DINICOLA,DEM,780,19,761
Butler County,0052 SLIPPERY ROCK TOW,U.S. House,,MIKE KELLY,REP,902,25,876
Butler County,0052 SLIPPERY ROCK TOW,U.S. House,,EBERT G BILL BEEMAN,LIB,33,0,33
Butler County,0052 SLIPPERY ROCK TOW,State House,,AARON BERNSTINE,DEM/REP,"1,323",37,"1,285"
Butler County,0052 SLIPPERY ROCK TOW,State House,,DARCELLE L SLAPPY,GRN,371,6,365
Butler County,0053 SUMMIT TOWNSHIP N,Straight Party,,DEMOCRATIC,DEM,95,2,93
Butler County,0053 SUMMIT TOWNSHIP N,Straight Party,,REPUBLICAN,REP,235,3,232
Butler County,0053 SUMMIT TOWNSHIP N,Straight Party,,GREEN,GRN,1,0,1
Butler County,0053 SUMMIT TOWNSHIP N,Straight Party,,INDEPENDENT,IND,5,0,5
Butler County,0053 SUMMIT TOWNSHIP N,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler County,0053 SUMMIT TOWNSHIP N,U.S. Senate,,"BOB CASEY, JR",DEM,213,3,210
Butler County,0053 SUMMIT TOWNSHIP N,U.S. Senate,,LOU BARLETTA,REP,392,9,383
Butler County,0053 SUMMIT TOWNSHIP N,U.S. Senate,,NEAL GALE,GRN,7,0,7
Butler County,0053 SUMMIT TOWNSHIP N,U.S. Senate,,"DALE R KERNS, JR",LIB,13,0,13
Butler County,0053 SUMMIT TOWNSHIP N,Governor,,TOM WOLF,DEM,224,4,220
Butler County,0053 SUMMIT TOWNSHIP N,Governor,,SCOTT R WAGNER,REP,385,8,377
Butler County,0053 SUMMIT TOWNSHIP N,Governor,,PAUL GLOVER,GRN,4,0,4
Butler County,0053 SUMMIT TOWNSHIP N,Governor,,KEN V KRAWCHUK,LIB,18,0,18
Butler County,0053 SUMMIT TOWNSHIP N,U.S. House,,SUSAN BOSER,DEM,190,3,187
Butler County,0053 SUMMIT TOWNSHIP N,U.S. House,,GLENN GT THOMPSON,REP,438,9,429
Butler County,0053 SUMMIT TOWNSHIP N,State House,,BRIAN ELLIS,REP,462,8,454
Butler County,0053 SUMMIT TOWNSHIP N,State House,,SAMUEL DOCTOR,IND,108,4,104
Butler County,0054 SUMMIT TOWNSHIP S,Straight Party,,DEMOCRATIC,DEM,119,2,117
Butler County,0054 SUMMIT TOWNSHIP S,Straight Party,,REPUBLICAN,REP,375,10,365
Butler County,0054 SUMMIT TOWNSHIP S,Straight Party,,GREEN,GRN,0,0,0
Butler County,0054 SUMMIT TOWNSHIP S,Straight Party,,INDEPENDENT,IND,7,0,7
Butler County,0054 SUMMIT TOWNSHIP S,Straight Party,,LIBERTARIAN,LIB,3,0,3
Butler County,0054 SUMMIT TOWNSHIP S,U.S. Senate,,"BOB CASEY, JR",DEM,336,4,332
Butler County,0054 SUMMIT TOWNSHIP S,U.S. Senate,,LOU BARLETTA,REP,640,15,625
Butler County,0054 SUMMIT TOWNSHIP S,U.S. Senate,,NEAL GALE,GRN,6,0,6
Butler County,0054 SUMMIT TOWNSHIP S,U.S. Senate,,"DALE R KERNS, JR",LIB,16,0,16
Butler County,0054 SUMMIT TOWNSHIP S,Governor,,TOM WOLF,DEM,350,6,344
Butler County,0054 SUMMIT TOWNSHIP S,Governor,,SCOTT R WAGNER,REP,630,12,618
Butler County,0054 SUMMIT TOWNSHIP S,Governor,,PAUL GLOVER,GRN,5,1,4
Butler County,0054 SUMMIT TOWNSHIP S,Governor,,KEN V KRAWCHUK,LIB,12,0,12
Butler County,0054 SUMMIT TOWNSHIP S,U.S. House,,SUSAN BOSER,DEM,289,4,285
Butler County,0054 SUMMIT TOWNSHIP S,U.S. House,,GLENN GT THOMPSON,REP,700,15,685
Butler County,0054 SUMMIT TOWNSHIP S,State House,,BRIAN ELLIS,REP,746,16,730
Butler County,0054 SUMMIT TOWNSHIP S,State House,,SAMUEL DOCTOR,IND,195,1,194
Butler County,0055 VENANGO TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,38,0,38
Butler County,0055 VENANGO TOWNSHIP,Straight Party,,REPUBLICAN,REP,150,3,147
Butler County,0055 VENANGO TOWNSHIP,Straight Party,,GREEN,GRN,0,0,0
Butler County,0055 VENANGO TOWNSHIP,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0055 VENANGO TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler County,0055 VENANGO TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,76,0,76
Butler County,0055 VENANGO TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,207,5,202
Butler County,0055 VENANGO TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,0,0,0
Butler County,0055 VENANGO TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,2,0,2
Butler County,0055 VENANGO TOWNSHIP,Governor,,TOM WOLF,DEM,84,1,83
Butler County,0055 VENANGO TOWNSHIP,Governor,,SCOTT R WAGNER,REP,197,4,193
Butler County,0055 VENANGO TOWNSHIP,Governor,,PAUL GLOVER,GRN,3,0,3
Butler County,0055 VENANGO TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,1,0,1
Butler County,0055 VENANGO TOWNSHIP,U.S. House,,SUSAN BOSER,DEM,64,0,64
Butler County,0055 VENANGO TOWNSHIP,U.S. House,,GLENN GT THOMPSON,REP,220,5,215
Butler County,0055 VENANGO TOWNSHIP,State House,,JOHN KLUCK,DEM,64,0,64
Butler County,0055 VENANGO TOWNSHIP,State House,,R. LEE JAMES,REP,221,5,216
Butler County,0056 WASHINGTON TOWNSH,Straight Party,,DEMOCRATIC,DEM,55,2,53
Butler County,0056 WASHINGTON TOWNSH,Straight Party,,REPUBLICAN,REP,209,8,201
Butler County,0056 WASHINGTON TOWNSH,Straight Party,,GREEN,GRN,0,0,0
Butler County,0056 WASHINGTON TOWNSH,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0056 WASHINGTON TOWNSH,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler County,0056 WASHINGTON TOWNSH,U.S. Senate,,"BOB CASEY, JR",DEM,120,7,113
Butler County,0056 WASHINGTON TOWNSH,U.S. Senate,,LOU BARLETTA,REP,315,9,306
Butler County,0056 WASHINGTON TOWNSH,U.S. Senate,,NEAL GALE,GRN,4,0,4
Butler County,0056 WASHINGTON TOWNSH,U.S. Senate,,"DALE R KERNS, JR",LIB,5,0,5
Butler County,0056 WASHINGTON TOWNSH,Governor,,TOM WOLF,DEM,124,6,118
Butler County,0056 WASHINGTON TOWNSH,Governor,,SCOTT R WAGNER,REP,319,9,310
Butler County,0056 WASHINGTON TOWNSH,Governor,,PAUL GLOVER,GRN,2,0,2
Butler County,0056 WASHINGTON TOWNSH,Governor,,KEN V KRAWCHUK,LIB,0,0,0
Butler County,0056 WASHINGTON TOWNSH,U.S. House,,SUSAN BOSER,DEM,101,6,95
Butler County,0056 WASHINGTON TOWNSH,U.S. House,,GLENN GT THOMPSON,REP,343,10,333
Butler County,0056 WASHINGTON TOWNSH,State House,,JOHN KLUCK,DEM,100,5,95
Butler County,0056 WASHINGTON TOWNSH,State House,,R. LEE JAMES,REP,343,10,333
Butler County,0057 WINFIELD TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,189,6,183
Butler County,0057 WINFIELD TOWNSHIP,Straight Party,,REPUBLICAN,REP,621,26,595
Butler County,0057 WINFIELD TOWNSHIP,Straight Party,,GREEN,GRN,2,0,2
Butler County,0057 WINFIELD TOWNSHIP,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0057 WINFIELD TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler County,0057 WINFIELD TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,445,10,435
Butler County,0057 WINFIELD TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,"1,043",37,"1,006"
Butler County,0057 WINFIELD TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,6,0,6
Butler County,0057 WINFIELD TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,16,1,15
Butler County,0057 WINFIELD TOWNSHIP,Governor,,TOM WOLF,DEM,463,12,451
Butler County,0057 WINFIELD TOWNSHIP,Governor,,SCOTT R WAGNER,REP,"1,025",35,990
Butler County,0057 WINFIELD TOWNSHIP,Governor,,PAUL GLOVER,GRN,7,1,6
Butler County,0057 WINFIELD TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,12,0,12
Butler County,0057 WINFIELD TOWNSHIP,U.S. House,,SUSAN BOSER,DEM,386,11,375
Butler County,0057 WINFIELD TOWNSHIP,U.S. House,,GLENN GT THOMPSON,REP,"1,117",37,"1,080"
Butler County,0057 WINFIELD TOWNSHIP,State House,,JEFF PYLE,REP,"1,271",41,"1,230"
Butler County,0058 WORTH TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,84,6,78
Butler County,0058 WORTH TOWNSHIP,Straight Party,,REPUBLICAN,REP,287,11,276
Butler County,0058 WORTH TOWNSHIP,Straight Party,,GREEN,GRN,0,0,0
Butler County,0058 WORTH TOWNSHIP,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0058 WORTH TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,3,0,3
Butler County,0058 WORTH TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,201,10,191
Butler County,0058 WORTH TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,446,13,433
Butler County,0058 WORTH TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,6,0,6
Butler County,0058 WORTH TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,21,0,21
Butler County,0058 WORTH TOWNSHIP,Governor,,TOM WOLF,DEM,210,11,199
Butler County,0058 WORTH TOWNSHIP,Governor,,SCOTT R WAGNER,REP,448,12,436
Butler County,0058 WORTH TOWNSHIP,Governor,,PAUL GLOVER,GRN,2,0,2
Butler County,0058 WORTH TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,14,0,14
Butler County,0058 WORTH TOWNSHIP,U.S. House,,RON DINICOLA,DEM,183,9,174
Butler County,0058 WORTH TOWNSHIP,U.S. House,,MIKE KELLY,REP,482,14,468
Butler County,0058 WORTH TOWNSHIP,U.S. House,,EBERT G BILL BEEMAN,LIB,11,0,11
Butler County,0058 WORTH TOWNSHIP,State House,,LISA BOEVING-LEARNED,DEM,175,10,165
Butler County,0058 WORTH TOWNSHIP,State House,,TEDD NESBIT,REP,497,13,484
Butler County,0059 BRUIN BOROUGH,Straight Party,,DEMOCRATIC,DEM,4,0,4
Butler County,0059 BRUIN BOROUGH,Straight Party,,REPUBLICAN,REP,62,0,62
Butler County,0059 BRUIN BOROUGH,Straight Party,,GREEN,GRN,0,0,0
Butler County,0059 BRUIN BOROUGH,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0059 BRUIN BOROUGH,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler County,0059 BRUIN BOROUGH,U.S. Senate,,"BOB CASEY, JR",DEM,29,1,28
Butler County,0059 BRUIN BOROUGH,U.S. Senate,,LOU BARLETTA,REP,101,0,101
Butler County,0059 BRUIN BOROUGH,U.S. Senate,,NEAL GALE,GRN,0,0,0
Butler County,0059 BRUIN BOROUGH,U.S. Senate,,"DALE R KERNS, JR",LIB,1,0,1
Butler County,0059 BRUIN BOROUGH,Governor,,TOM WOLF,DEM,27,1,26
Butler County,0059 BRUIN BOROUGH,Governor,,SCOTT R WAGNER,REP,101,0,101
Butler County,0059 BRUIN BOROUGH,Governor,,PAUL GLOVER,GRN,0,0,0
Butler County,0059 BRUIN BOROUGH,Governor,,KEN V KRAWCHUK,LIB,2,0,2
Butler County,0059 BRUIN BOROUGH,U.S. House,,SUSAN BOSER,DEM,20,1,19
Butler County,0059 BRUIN BOROUGH,U.S. House,,GLENN GT THOMPSON,REP,110,0,110
Butler County,0059 BRUIN BOROUGH,State House,,JOHN KLUCK,DEM,18,1,17
Butler County,0059 BRUIN BOROUGH,State House,,R. LEE JAMES,REP,112,0,112
Butler County,0060 CALLERY BOROUGH,Straight Party,,DEMOCRATIC,DEM,28,2,26
Butler County,0060 CALLERY BOROUGH,Straight Party,,REPUBLICAN,REP,67,0,67
Butler County,0060 CALLERY BOROUGH,Straight Party,,GREEN,GRN,0,0,0
Butler County,0060 CALLERY BOROUGH,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0060 CALLERY BOROUGH,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler County,0060 CALLERY BOROUGH,U.S. Senate,,"BOB CASEY, JR",DEM,54,2,52
Butler County,0060 CALLERY BOROUGH,U.S. Senate,,LOU BARLETTA,REP,113,0,113
Butler County,0060 CALLERY BOROUGH,U.S. Senate,,NEAL GALE,GRN,0,0,0
Butler County,0060 CALLERY BOROUGH,U.S. Senate,,"DALE R KERNS, JR",LIB,2,0,2
Butler County,0060 CALLERY BOROUGH,Governor,,TOM WOLF,DEM,61,2,59
Butler County,0060 CALLERY BOROUGH,Governor,,SCOTT R WAGNER,REP,106,0,106
Butler County,0060 CALLERY BOROUGH,Governor,,PAUL GLOVER,GRN,0,0,0
Butler County,0060 CALLERY BOROUGH,Governor,,KEN V KRAWCHUK,LIB,3,0,3
Butler County,0060 CALLERY BOROUGH,U.S. House,,RON DINICOLA,DEM,52,2,50
Butler County,0060 CALLERY BOROUGH,U.S. House,,MIKE KELLY,REP,112,0,112
Butler County,0060 CALLERY BOROUGH,U.S. House,,EBERT G BILL BEEMAN,LIB,5,0,5
Butler County,0060 CALLERY BOROUGH,State House,,"DANIEL B SMITH, JR",DEM,50,2,48
Butler County,0060 CALLERY BOROUGH,State House,,DARYL METCALFE,REP,117,0,117
Butler County,0061 CHERRY VALLERY BO,Straight Party,,DEMOCRATIC,DEM,3,0,3
Butler County,0061 CHERRY VALLERY BO,Straight Party,,REPUBLICAN,REP,11,0,11
Butler County,0061 CHERRY VALLERY BO,Straight Party,,GREEN,GRN,0,0,0
Butler County,0061 CHERRY VALLERY BO,Straight Party,,INDEPENDENT,IND,0,0,0
Butler County,0061 CHERRY VALLERY BO,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler County,0061 CHERRY VALLERY BO,U.S. Senate,,"BOB CASEY, JR",DEM,12,0,12
Butler County,0061 CHERRY VALLERY BO,U.S. Senate,,LOU BARLETTA,REP,15,0,15
Butler County,0061 CHERRY VALLERY BO,U.S. Senate,,NEAL GALE,GRN,1,0,1
Butler County,0061 CHERRY VALLERY BO,U.S. Senate,,"DALE R KERNS, JR",LIB,1,0,1
Butler County,0061 CHERRY VALLERY BO,Governor,,TOM WOLF,DEM,12,0,12
Butler County,0061 CHERRY VALLERY BO,Governor,,SCOTT R WAGNER,REP,16,0,16
Butler County,0061 CHERRY VALLERY BO,Governor,,PAUL GLOVER,GRN,2,0,2
Butler County,0061 CHERRY VALLERY BO,Governor,,KEN V KRAWCHUK,LIB,0,0,0
Butler County,0061 CHERRY VALLERY BO,U.S. House,,SUSAN BOSER,DEM,10,0,10
Butler County,0061 CHERRY VALLERY BO,U.S. House,,GLENN GT THOMPSON,REP,18,0,18
Butler County,0061 CHERRY VALLERY BO,State House,,JOHN KLUCK,DEM,10,0,10
Butler County,0061 CHERRY VALLERY BO,State House,,R. LEE JAMES,REP,18,0,18
Butler County,0062 CHICORA BOROUGH,Straight Party,,DEMOCRATIC,DEM,34,1,33
Butler County,0062 CHICORA BOROUGH,Straight Party,,REPUBLICAN,REP,128,8,120
Butler County,0062 CHICORA BOROUGH,Straight Party,,GREEN,GRN,1,0,1
Butler County,0062 CHICORA BOROUGH,Straight Party,,INDEPENDENT,IND,2,0,2
Butler County,0062 CHICORA BOROUGH,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler County,0062 CHICORA BOROUGH,U.S. Senate,,"BOB CASEY, JR",DEM,90,2,88
Butler County,0062 CHICORA BOROUGH,U.S. Senate,,LOU BARLETTA,REP,213,9,204
Butler County,0062 CHICORA BOROUGH,U.S. Senate,,NEAL GALE,GRN,4,0,4
Butler County,0062 CHICORA BOROUGH,U.S. Senate,,"DALE R KERNS, JR",LIB,8,0,8
Butler County,0062 CHICORA BOROUGH,Governor,,TOM WOLF,DEM,98,2,96
Butler County,0062 CHICORA BOROUGH,Governor,,SCOTT R WAGNER,REP,211,9,202
Butler County,0062 CHICORA BOROUGH,Governor,,PAUL GLOVER,GRN,1,0,1
