county,precinct,office,district,candidate,party,votes,absentee,election_day
Schuylkill,Frailey Twp.,U.S. House,9,Write-in,,0.0,,
Schuylkill,Hegins Twp. East,U.S. House,9,Write-in,,0.0,,
Schuylkill,Hegins Twp. West,U.S. House,9,Write-in,,0.0,,
Schuylkill,Hubley Twp.,U.S. House,9,Write-in,,0.0,,
Schuylkill,Mechanicsville,U.S. House,9,Write-in,,1.0,,
Schuylkill,Mt. Carbon,U.S. House,9,Write-in,,0.0,,
Schuylkill,North Manheim Twp. Pct. 3,U.S. House,9,Write-in,,0.0,,
Schuylkill,North Manheim Twp. Pct. 2,U.S. House,9,Write-in,,1.0,,
Schuylkill,Orwigsburg Pct. 1,U.S. House,9,Write-in,,1.0,,
Schuylkill,Orwigsburg Pct. 2,U.S. House,9,Write-in,,5.0,,
Schuylkill,Pine Grove North,U.S. House,9,Write-in,,1.0,,
Schuylkill,Pine Grove South,U.S. House,9,Write-in,,0.0,,
Schuylkill,Pine Grove Twp. Pct. 1,U.S. House,9,Write-in,,3.0,,
Schuylkill,Pine Grove Twp. Pct. 2,U.S. House,9,Write-in,,1.0,,
Schuylkill,Porter Twp. East,U.S. House,9,Write-in,,0.0,,
Schuylkill,Porter Twp. West,U.S. House,9,Write-in,,0.0,,
Schuylkill,Pottsville 1st Ward,U.S. House,9,Write-in,,0.0,,
Schuylkill,Pottsville 2nd Ward,U.S. House,9,Write-in,,2.0,,
Schuylkill,Pottsville 3rd Ward Pct. 2,U.S. House,9,Write-in,,2.0,,
Schuylkill,Pottsville 3rd Ward Pct. 1,U.S. House,9,Write-in,,3.0,,
Schuylkill,Pottsville 3rd Ward Pct. 3,U.S. House,9,Write-in,,0.0,,
Schuylkill,Pottsville 4th Ward,U.S. House,9,Write-in,,1.0,,
Schuylkill,Pottsville 5th Ward Pct. 1,U.S. House,9,Write-in,,1.0,,
Schuylkill,Pottsville 5th Ward Pct. 2,U.S. House,9,Write-in,,0.0,,
Schuylkill,Pottsville 6th Ward,U.S. House,9,Write-in,,0.0,,
Schuylkill,Pottsville 7th Ward Pct. 1,U.S. House,9,Write-in,,1.0,,
Schuylkill,Pottsville 7th Ward Pct. 2,U.S. House,9,Write-in,,2.0,,
Schuylkill,Schuylkill Haven North,U.S. House,9,Write-in,,0.0,,
Schuylkill,Schuylkill Haven East,U.S. House,9,Write-in,,1.0,,
Schuylkill,Schuylkill Haven South,U.S. House,9,Write-in,,0.0,,
Schuylkill,Schuylkill Haven West,U.S. House,9,Write-in,,1.0,,
Schuylkill,South Manheim Twp.,U.S. House,9,Write-in,,1.0,,
Schuylkill,Tower City,U.S. House,9,Write-in,,2.0,,
Schuylkill,Tremont,U.S. House,9,Write-in,,0.0,,
Schuylkill,Tremont Twp.,U.S. House,9,Write-in,,0.0,,
Schuylkill,Upper Mahantongo Twp.,U.S. House,9,Write-in,,0.0,,
Schuylkill,Washington Twp. North,U.S. House,9,Write-in,,0.0,,
Schuylkill,Washington Twp. South,U.S. House,9,Write-in,,2.0,,
Schuylkill,Wayne Twp. Pct. 1,U.S. House,9,Write-in,,0.0,,
Schuylkill,Wayne Twp. Pct. 2,U.S. House,9,Write-in,,0.0,,
Schuylkill,North Manheim Twp. Pct. 1,U.S. House,9,Write-in,,0.0,,
Schuylkill,West Penn Twp. Pct. 3,U.S. House,9,Write-in,,0.0,,
Schuylkill,Wayne Twp. Pct. 3,U.S. House,9,Write-in,,0.0,,
