county,precinct,office,district,candidate,party,votes,absentee,election_day
Butler,0083 ZELIENOPLE BOROUGH 3,U.S. House,16.0,RON DINICOLA,DEM,281,15,266
Butler,0083 ZELIENOPLE BOROUGH 3,U.S. House,16.0,MIKE KELLY,REP,370,9,361
Butler,0083 ZELIENOPLE BOROUGH 3,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,16,0,16
Butler,0083 ZELIENOPLE BOROUGH 3,State House,14.0,AMY FAZIO,DEM,299,14,285
Butler,0083 ZELIENOPLE BOROUGH 3,State House,14.0,JIM MARSHALL,REP,369,9,360
Butler,0084 BUTLER CITY 1,Straight Party,,DEMOCRATIC,DEM,212,8,204
Butler,0084 BUTLER CITY 1,Straight Party,,REPUBLICAN,REP,258,10,248
Butler,0084 BUTLER CITY 1,Straight Party,,GREEN,GRN,1,0,1
Butler,0084 BUTLER CITY 1,Straight Party,,INDEPENDENT,IND,5,0,5
Butler,0084 BUTLER CITY 1,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler,0084 BUTLER CITY 1,U.S. Senate,,"BOB CASEY, JR",DEM,449,16,432
Butler,0084 BUTLER CITY 1,U.S. Senate,,LOU BARLETTA,REP,430,13,417
Butler,0084 BUTLER CITY 1,U.S. Senate,,NEAL GALE,GRN,7,0,7
Butler,0084 BUTLER CITY 1,U.S. Senate,,"DALE R KERNS, JR",LIB,19,0,19
Butler,0084 BUTLER CITY 1,Governor,,TOM WOLF,DEM,463,17,445
Butler,0084 BUTLER CITY 1,Governor,,SCOTT R WAGNER,REP,422,12,410
Butler,0084 BUTLER CITY 1,Governor,,PAUL GLOVER,GRN,9,0,9
Butler,0084 BUTLER CITY 1,Governor,,KEN V KRAWCHUK,LIB,15,0,15
Butler,0084 BUTLER CITY 1,U.S. House,16.0,RON DINICOLA,DEM,433,16,416
Butler,0084 BUTLER CITY 1,U.S. House,16.0,MIKE KELLY,REP,459,13,446
Butler,0084 BUTLER CITY 1,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,16,0,16
Butler,0084 BUTLER CITY 1,State House,11.0,BRIAN ELLIS,REP,554,16,538
Butler,0084 BUTLER CITY 1,State House,11.0,SAMUEL DOCTOR,IND,235,6,228
Butler,0085 BUTLER CITY 2,Straight Party,,DEMOCRATIC,DEM,83,3,79
Butler,0085 BUTLER CITY 2,Straight Party,,REPUBLICAN,REP,106,9,97
Butler,0085 BUTLER CITY 2,Straight Party,,GREEN,GRN,0,0,0
Butler,0085 BUTLER CITY 2,Straight Party,,INDEPENDENT,IND,5,0,5
Butler,0085 BUTLER CITY 2,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler,0085 BUTLER CITY 2,U.S. Senate,,"BOB CASEY, JR",DEM,206,5,200
Butler,0085 BUTLER CITY 2,U.S. Senate,,LOU BARLETTA,REP,177,10,167
Butler,0085 BUTLER CITY 2,U.S. Senate,,NEAL GALE,GRN,5,0,5
Butler,0085 BUTLER CITY 2,U.S. Senate,,"DALE R KERNS, JR",LIB,8,0,8
Butler,0085 BUTLER CITY 2,Governor,,TOM WOLF,DEM,207,5,201
Butler,0085 BUTLER CITY 2,Governor,,SCOTT R WAGNER,REP,177,10,167
Butler,0085 BUTLER CITY 2,Governor,,PAUL GLOVER,GRN,4,0,4
Butler,0085 BUTLER CITY 2,Governor,,KEN V KRAWCHUK,LIB,9,0,9
Butler,0085 BUTLER CITY 2,U.S. House,16.0,RON DINICOLA,DEM,198,5,192
Butler,0085 BUTLER CITY 2,U.S. House,16.0,MIKE KELLY,REP,193,10,183
Butler,0085 BUTLER CITY 2,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,8,0,8
Butler,0085 BUTLER CITY 2,State House,11.0,BRIAN ELLIS,REP,243,10,233
Butler,0085 BUTLER CITY 2,State House,11.0,SAMUEL DOCTOR,IND,105,2,103
Butler,0086 BUTLER CITY 3,Straight Party,,DEMOCRATIC,DEM,121,1,120
Butler,0086 BUTLER CITY 3,Straight Party,,REPUBLICAN,REP,152,6,146
Butler,0086 BUTLER CITY 3,Straight Party,,GREEN,GRN,2,0,2
Butler,0086 BUTLER CITY 3,Straight Party,,INDEPENDENT,IND,12,0,12
Butler,0086 BUTLER CITY 3,Straight Party,,LIBERTARIAN,LIB,2,0,2
Butler,0086 BUTLER CITY 3,U.S. Senate,,"BOB CASEY, JR",DEM,251,8,243
Butler,0086 BUTLER CITY 3,U.S. Senate,,LOU BARLETTA,REP,239,7,232
Butler,0086 BUTLER CITY 3,U.S. Senate,,NEAL GALE,GRN,7,1,6
Butler,0086 BUTLER CITY 3,U.S. Senate,,"DALE R KERNS, JR",LIB,12,0,12
Butler,0086 BUTLER CITY 3,Governor,,TOM WOLF,DEM,259,9,250
Butler,0086 BUTLER CITY 3,Governor,,SCOTT R WAGNER,REP,240,6,234
Butler,0086 BUTLER CITY 3,Governor,,PAUL GLOVER,GRN,5,1,4
Butler,0086 BUTLER CITY 3,Governor,,KEN V KRAWCHUK,LIB,8,0,8
Butler,0086 BUTLER CITY 3,U.S. House,16.0,RON DINICOLA,DEM,236,7,229
Butler,0086 BUTLER CITY 3,U.S. House,16.0,MIKE KELLY,REP,262,8,254
Butler,0086 BUTLER CITY 3,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,11,1,10
Butler,0086 BUTLER CITY 3,State House,11.0,BRIAN ELLIS,REP,314,11,303
Butler,0086 BUTLER CITY 3,State House,11.0,SAMUEL DOCTOR,IND,155,5,150
Butler,0087 BUTLER CITY 4-1,Straight Party,,DEMOCRATIC,DEM,86,3,83
Butler,0087 BUTLER CITY 4-1,Straight Party,,REPUBLICAN,REP,127,8,118
Butler,0087 BUTLER CITY 4-1,Straight Party,,GREEN,GRN,0,0,0
Butler,0087 BUTLER CITY 4-1,Straight Party,,INDEPENDENT,IND,6,0,6
Butler,0087 BUTLER CITY 4-1,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler,0087 BUTLER CITY 4-1,U.S. Senate,,"BOB CASEY, JR",DEM,241,13,228
Butler,0087 BUTLER CITY 4-1,U.S. Senate,,LOU BARLETTA,REP,211,8,202
Butler,0087 BUTLER CITY 4-1,U.S. Senate,,NEAL GALE,GRN,2,0,2
Butler,0087 BUTLER CITY 4-1,U.S. Senate,,"DALE R KERNS, JR",LIB,9,0,9
Butler,0087 BUTLER CITY 4-1,Governor,,TOM WOLF,DEM,244,12,232
Butler,0087 BUTLER CITY 4-1,Governor,,SCOTT R WAGNER,REP,208,9,198
Butler,0087 BUTLER CITY 4-1,Governor,,PAUL GLOVER,GRN,3,0,3
Butler,0087 BUTLER CITY 4-1,Governor,,KEN V KRAWCHUK,LIB,10,0,10
Butler,0087 BUTLER CITY 4-1,U.S. House,16.0,RON DINICOLA,DEM,225,12,213
Butler,0087 BUTLER CITY 4-1,U.S. House,16.0,MIKE KELLY,REP,231,9,221
Butler,0087 BUTLER CITY 4-1,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,8,0,8
Butler,0087 BUTLER CITY 4-1,State House,11.0,BRIAN ELLIS,REP,274,12,261
Butler,0087 BUTLER CITY 4-1,State House,11.0,SAMUEL DOCTOR,IND,147,5,142
Butler,0088 BUTLER CITY 4-2,Straight Party,,DEMOCRATIC,DEM,92,5,87
Butler,0088 BUTLER CITY 4-2,Straight Party,,REPUBLICAN,REP,138,0,138
Butler,0088 BUTLER CITY 4-2,Straight Party,,GREEN,GRN,0,0,0
Butler,0088 BUTLER CITY 4-2,Straight Party,,INDEPENDENT,IND,8,0,8
Butler,0088 BUTLER CITY 4-2,Straight Party,,LIBERTARIAN,LIB,3,0,3
Butler,0088 BUTLER CITY 4-2,U.S. Senate,,"BOB CASEY, JR",DEM,265,9,256
Butler,0088 BUTLER CITY 4-2,U.S. Senate,,LOU BARLETTA,REP,237,4,233
Butler,0088 BUTLER CITY 4-2,U.S. Senate,,NEAL GALE,GRN,3,0,3
Butler,0088 BUTLER CITY 4-2,U.S. Senate,,"DALE R KERNS, JR",LIB,17,3,13
Butler,0088 BUTLER CITY 4-2,Governor,,TOM WOLF,DEM,283,9,273
Butler,0088 BUTLER CITY 4-2,Governor,,SCOTT R WAGNER,REP,224,5,219
Butler,0088 BUTLER CITY 4-2,Governor,,PAUL GLOVER,GRN,3,1,2
Butler,0088 BUTLER CITY 4-2,Governor,,KEN V KRAWCHUK,LIB,10,1,9
Butler,0088 BUTLER CITY 4-2,U.S. House,16.0,RON DINICOLA,DEM,265,10,254
Butler,0088 BUTLER CITY 4-2,U.S. House,16.0,MIKE KELLY,REP,244,5,239
Butler,0088 BUTLER CITY 4-2,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,12,1,11
Butler,0088 BUTLER CITY 4-2,State House,11.0,BRIAN ELLIS,REP,302,5,297
Butler,0088 BUTLER CITY 4-2,State House,11.0,SAMUEL DOCTOR,IND,171,9,161
Butler,0089 BUTLER CITY 5,Straight Party,,DEMOCRATIC,DEM,228,13,215
Butler,0089 BUTLER CITY 5,Straight Party,,REPUBLICAN,REP,267,7,260
Butler,0089 BUTLER CITY 5,Straight Party,,GREEN,GRN,0,0,0
Butler,0089 BUTLER CITY 5,Straight Party,,INDEPENDENT,IND,12,0,12
Butler,0089 BUTLER CITY 5,Straight Party,,LIBERTARIAN,LIB,3,0,3
Butler,0089 BUTLER CITY 5,U.S. Senate,,"BOB CASEY, JR",DEM,500,24,476
Butler,0089 BUTLER CITY 5,U.S. Senate,,LOU BARLETTA,REP,432,9,423
Butler,0089 BUTLER CITY 5,U.S. Senate,,NEAL GALE,GRN,7,0,7
Butler,0089 BUTLER CITY 5,U.S. Senate,,"DALE R KERNS, JR",LIB,21,1,20
Butler,0089 BUTLER CITY 5,Governor,,TOM WOLF,DEM,519,21,498
Butler,0089 BUTLER CITY 5,Governor,,SCOTT R WAGNER,REP,418,10,408
Butler,0089 BUTLER CITY 5,Governor,,PAUL GLOVER,GRN,6,0,6
Butler,0089 BUTLER CITY 5,Governor,,KEN V KRAWCHUK,LIB,23,1,22
Butler,0089 BUTLER CITY 5,U.S. House,16.0,RON DINICOLA,DEM,449,24,425
Butler,0089 BUTLER CITY 5,U.S. House,16.0,MIKE KELLY,REP,501,9,492
Butler,0089 BUTLER CITY 5,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,21,1,20
Butler,0089 BUTLER CITY 5,State House,11.0,BRIAN ELLIS,REP,591,11,580
Butler,0089 BUTLER CITY 5,State House,11.0,SAMUEL DOCTOR,IND,262,12,250
